ActualRel ActualDeg KINGDeg IBD1 IBD2 ERSADeg ERSARel PONDDeg
HV 3 3 0.2274 0.0 4 NA 4 
HC 4 4 0.146 0.0012 UN NA 4 
HC 4 4 0.1697 0.0015 4 NA 4 
HC 4 3 0.2074 0.0015 4 NA 4 
HV 3 3 0.2956 0.0164 3 CO 3 
HV 3 3 0.3336 0.0066 3 CO 3 
HV 3 2 0.3899 0.0086 3 CO 3 
MHS 2 2 0.5773 0.0094 2 HS 2 
HV 3 3 0.322 0.0017 3 CO 3 
HC 4 3 0.2129 0.0 4 NA 4 
HC 4 3 0.2423 0.0017 3 CO 4 
HC 4 3 0.2181 0.0013 4 NA 4 
HV 3 3 0.3206 0.004 3 CO 3 
HC 4 3 0.1914 0.001 3 CO 4 
HC 4 3 0.2449 0.0061 3 CO 3 
HC 4 3 0.1873 0.009 4 NA 4 
HV 3 2 0.3579 0.0023 3 CO 3 
HC 4 3 0.1888 0.0013 4 NA 4 
HC 4 3 0.2656 0.0 3 CO 3 
HC 4 3 0.2444 0.0013 3 CO 3 
HV 3 3 0.3123 0.0039 3 CO 3 
HC 4 3 0.1763 0.0031 4 NA 4 
HC 4 3 0.2582 0.0047 3 CO 3 
HC 4 3 0.2074 0.0065 4 NA 4 
HV 3 3 0.3279 0.0044 3 CO 3 
HC 4 3 0.2828 0.0151 3 CO 3 
HC 4 3 0.2436 0.0 3 CO 4 
HC 4 3 0.1917 0.0012 4 NA 4 
HV 3 3 0.2491 0.0028 3 CO 3 
HC 4 4 0.1606 0.0022 4 NA 4 
HC 4 3 0.1956 0.0072 4 NA 4 
HC 4 4 0.1606 0.0055 4 NA 4 
HV 3 3 0.2668 0.0025 3 CO 3 
HC 4 3 0.1869 0.0024 4 NA 4 
HC 4 4 0.1632 0.0015 4 NA 4 
HC 4 4 0.1496 0.0 4 NA 4 
HV 3 3 0.3019 0.0092 3 CO 3 
HV 3 2 0.402 0.0102 3 CO 3 
HV 3 3 0.353 0.0 3 CO 3 
MHS 2 2 0.4937 0.0155 2 HS 2 
HV 3 3 0.2531 0.0014 3 CO 3 
HC 4 4 0.1261 0.0048 4 NA 4 
HC 4 3 0.1749 0.0012 4 NA 4 
HC 4 3 0.2141 0.0119 3 CO 4 
HC 4 3 0.1891 0.0034 4 NA 4 
HV 3 3 0.2922 0.0033 3 CO 3 
HC 4 4 0.1739 0.0 4 NA 4 
HC 4 3 0.2184 0.0025 3 CO 4 
HC 4 3 0.2081 0.0015 4 NA 4 
HC 4 3 0.2154 0.0 4 NA 4 
HV 3 3 0.3122 0.0098 3 CO 3 
HC 4 3 0.189 0.0025 4 NA 4 
HC 4 3 0.2251 0.0 3 CO 4 
HC 4 3 0.2233 0.0038 4 NA 4 
HC 4 3 0.2017 0.0038 4 NA 4 
HV 3 3 0.3235 0.005 3 CO 3 
HC 4 3 0.2083 0.0 4 NA 4 
HC 4 3 0.2418 0.0 3 CO 4 
HC 4 3 0.2209 0.0 4 NA 4 
HC 4 3 0.2408 0.0 3 HV 4 
HV 3 3 0.3115 0.0057 3 CO 3 
HC 4 3 0.2006 0.0038 4 NA 4 
HC 4 3 0.2121 0.0058 4 NA 4 
HC 4 4 0.1559 0.0066 4 NA 4 
HC 4 3 0.2043 0.0016 4 NA 4 
HV 3 3 0.2428 0.003 3 CO 4 
HC 4 3 0.1861 0.0162 4 NA 4 
HC 4 3 0.163 0.0083 4 NA 4 
HC 4 4 0.1639 0.0012 4 NA 4 
HC 4 4 0.174 0.0 4 NA 4 
HV 3 3 0.2723 0.0037 3 CO 3 
HC 4 4 0.1699 0.0027 4 NA 4 
HC 4 4 0.1728 0.0011 4 NA 4 
HC 4 4 0.1691 0.0031 4 NA 4 
HC 4 4 0.1732 0.0 4 NA 4 
HV 3 3 0.3018 0.004 3 CO 3 
HV 3 2 0.3604 0.0024 3 CO 3 
HV 3 3 0.3007 0.0122 3 CO 3 
HV 3 3 0.3299 0.0023 3 HV 3 
PO PO PO 0.9469 0.0471 PO PO PO 
PO PO PO 0.9821 0.0163 PO PO PO 
MHS 2 2 0.5574 0.0065 2 HS 2 
PO PO PO 0.9801 0.0167 PO PO PO 
PO PO PO 0.9815 0.0165 PO PO PO 
PO PO PO 0.9935 0.0044 PO PO PO 
PO PO PO 0.9781 0.0217 PO PO PO 
PO PO PO 0.9729 0.0251 PO PO PO 
PO PO PO 0.9914 0.008 PO PO PO 
PO PO PO 0.9946 0.0036 PO PO PO 
MHS 2 2 0.5541 0.0102 3 CO 2 
MHS 2 2 0.5434 0.0 2 HS 2 
MHS 2 2 0.5164 0.011 3 CO 2 
MHS 2 2 0.4859 0.0 3 CO 2 
MHS 2 2 0.4986 0.0012 3 CO 2 
PO PO PO 0.9799 0.019 PO PO PO 
GP 2 2 0.5611 0.0074 2 HS 2 
GP 2 2 0.5879 0.0172 2 HS 2 
GP 2 2 0.5042 0.0029 2 HS 2 
PO PO PO 0.9885 0.0085 PO PO PO 
GP 2 2 0.4984 0.0059 3 CO 2 
PO PO PO 0.9784 0.0171 PO PO PO 
PO PO PO 0.9877 0.0089 PO PO PO 
GP 2 2 0.5516 0.0032 3 CO 2 
GP 2 2 0.4893 0.003 2 HS 2 
PO PO PO 0.9866 0.0127 PO PO PO 
GP 2 2 0.6323 0.0181 2 AV 2 
GP 2 2 0.4576 0.0172 2 HS 2 
GP 2 2 0.487 0.0152 2 GP 2 
GP 2 2 0.3833 0.0165 2 HS 3 
GP 2 2 0.5852 0.0204 2 AV 2 
GP 2 2 0.6713 0.034 FS FS 2 
PO PO PO 0.9637 0.0354 PO PO PO 
GP 2 2 0.54 0.0327 2 HS 2 
GP 2 2 0.5277 0.0128 2 HS 2 
GP 2 2 0.6264 0.0474 FS FS 2 
PO PO PO 0.9762 0.0224 PO PO PO 
GP 2 2 0.5111 0.0081 2 HS 2 
GP 2 2 0.4957 0.0121 2 HS 2 
GP 2 2 0.5984 0.0481 2 AV 2 
GP 2 2 0.6338 0.009 2 HS 2 
PO PO PO 0.9711 0.0278 PO PO PO 
GP 2 2 0.5025 0.0062 2 HS 2 
PO PO PO 0.9789 0.0182 PO PO PO 
GP 2 2 0.5334 0.0087 2 HS 2 
PO PO PO 0.9706 0.0258 PO PO PO 
PO PO PO 0.9814 0.0144 PO PO PO 
PHS 2 2 0.5008 0.0159 2 HS 2 
HV 3 3 0.3366 0.0017 3 CO 3 
HC 4 3 0.1999 0.0016 4 NA 4 
HC 4 3 0.1679 0.0051 4 NA 4 
HC 4 3 0.2783 0.0026 3 CO 3 
HV 3 3 0.2731 0.0084 3 CO 3 
HC 4 3 0.1945 0.0 3 CO 4 
HC 4 4 0.1427 0.0054 4 NA 4 
HC 4 3 0.2187 0.0049 3 CO 4 
HV 3 3 0.2746 0.0017 3 CO 3 
HC 4 3 0.2148 0.0 4 NA 4 
HC 4 4 0.1732 0.0 4 NA 4 
HC 4 3 0.2414 0.0 3 CO 4 
HV 3 3 0.2792 0.0 3 CO 3 
HC 4 4 0.1643 0.004 4 NA 4 
HC 4 4 0.1691 0.0016 4 NA 4 
HC 4 3 0.1842 0.0065 4 NA 4 
HV 3 3 0.3132 0.0015 3 CO 3 
HC 4 3 0.1834 0.005 4 NA 4 
HC 4 3 0.1861 0.0 4 NA 4 
HC 4 3 0.2568 0.0 3 HV 3 
HV 3 2 0.4041 0.0139 3 CO 3 
HC 4 3 0.2577 0.0 3 CO 3 
HC 4 3 0.2163 0.0 4 NA 4 
HC 4 3 0.2758 0.0055 3 CO 3 
HV 3 3 0.2984 0.0059 3 CO 3 
HV 3 3 0.2775 0.0082 3 CO 3 
HV 3 2 0.3776 0.0026 3 CO 3 
PHS 2 2 0.5288 0.0108 2 AV 2 
HV 3 2 0.3633 0.0052 3 CO 3 
HC 4 3 0.2202 0.0024 ERSAdeg ERSArel 4 
HC 4 3 0.2187 0.0092 ERSAdeg ERSArel 4 
HC 4 3 0.2748 0.0082 ERSAdeg ERSArel 3 
HC 4 3 0.2314 0.007 4 NA 4 
HV 3 3 0.2792 0.0 3 CO 3 
HC 4 3 0.2299 0.0 4 NA 4 
HC 4 3 0.1938 0.0 4 NA 4 
HC 4 3 0.1942 0.011 4 NA 4 
HC 4 3 0.1846 0.0 4 NA 4 
HV 3 3 0.2578 0.0096 3 HV 3 
HC 4 4 0.167 0.0044 4 NA 4 
HC 4 3 0.1774 0.0091 4 NA 4 
HC 4 3 0.2629 0.0032 3 CO 3 
HC 4 3 0.1978 0.0 4 NA 4 
HV 3 3 0.2757 0.0023 3 HV 3 
HC 4 3 0.2221 0.0127 4 NA 4 
HC 4 4 0.1645 0.0023 4 NA 4 
HC 4 3 0.2233 0.0034 4 NA 4 
HC 4 3 0.21 0.0 4 NA 4 
HV 3 3 0.3187 0.0025 3 CO 3 
HC 4 3 0.2096 0.0 4 NA 4 
HC 4 3 0.1816 0.0079 4 NA 4 
HC 4 3 0.241 0.0142 3 CO 3 
HC 4 3 0.2099 0.0119 4 NA 4 
HV 3 2 0.427 0.0026 3 CO 2 
HC 4 3 0.2679 0.0039 3 CO 3 
HC 4 3 0.2472 0.0039 3 CO 3 
HC 4 3 0.2957 0.0 3 CO 3 
HC 4 3 0.2695 0.0047 3 CO 3 
HV 3 3 0.3428 0.0013 3 CO 3 
HV 3 3 0.2955 0.0082 3 CO 3 
HV 3 2 0.4144 0.0068 3 CO 3 
HV 3 3 0.323 0.008 3 CO 3 
FS FS FS 0.5681 0.2242 FS FS FS 
AV 2 2 0.5171 0.0085 ERSAdeg ERSArel 2 
CO 3 2 0.3756 0.0402 3 CO 3 
AV 2 2 0.5675 0.0091 2 HS 2 
CO 3 3 0.3343 0.003 3 CO 3 
AV 2 2 0.5201 0.009 2 HS 2 
CO 3 3 0.3193 0.0053 3 CO 3 
AV 2 2 0.5066 0.0037 2 HS 2 
CO 3 3 0.3032 0.0027 3 CO 3 
AV 2 2 0.5425 0.0095 2 HS 2 
CO 3 2 0.3409 0.0768 3 CO 3 
AV 2 2 0.5301 0.0186 2 HS 2 
CO 3 2 0.3431 0.0497 3 CO 3 
AV 2 2 0.5631 0.0062 2 HS 2 
FS FS FS 0.4635 0.2857 FS FS FS 
AV 2 2 0.5492 0.0113 2 HS 2 
CO 3 2 0.3445 0.0057 3 CO 3 
AV 2 2 0.5464 0.0123 2 HS 2 
CO 3 3 0.3021 0.008 3 CO 3 
AV 2 2 0.5224 0.0044 2 HS 2 
CO 3 3 0.2557 0.0039 3 CO 3 
AV 2 2 0.5669 0.0162 2 HS 2 
CO 3 2 0.379 0.0 3 CO 3 
AV 2 2 0.5702 0.0185 2 HS 2 
CO 3 3 0.3238 0.0088 3 CO 3 
AV 2 2 0.5232 0.0029 3 CO 2 
CO 3 2 0.3543 0.0011 3 CO 3 
AV 2 2 0.5346 0.0066 3 CO 2 
FS FS FS 0.4944 0.2776 FS FS FS 
AV 2 2 0.5495 0.0176 3 CO 2 
AV 2 2 0.5781 0.0162 2 HS 2 
AV 2 2 0.5325 0.0061 2 HS 2 
AV 2 2 0.5685 0.0012 2 HS 2 
AV 2 2 0.6176 0.0165 2 HS 2 
AV 2 2 0.567 0.0199 3 CO 2 
PHS 2 2 0.4381 0.0093 2 AV 2 
HV 3 3 0.2848 0.0123 3 HV 3 
HV 3 3 0.2604 0.0013 3 CO 3 
HV 3 3 0.2265 0.0 3 HV 4 
HV 3 3 0.2117 0.0047 4 NA 4 
HV 3 3 0.2955 0.0013 3 HV 3 
HV 3 3 0.3239 0.0096 3 CO 3 
PHS 2 2 0.6057 0.0133 FS FS 2 
HV 3 2 0.3952 0.0021 3 CO 3 
HC 4 3 0.1818 0.0039 4 NA 4 
HC 4 3 0.2826 0.0058 3 CO 3 
PHS 2 2 0.545 0.0768 FS FS 2 
HC 4 3 0.2588 0.0023 3 HV 3 
HV 3 2 0.3678 0.0023 3 CO 3 
HC 4 3 0.2099 0.0043 4 NA 4 
HC 4 3 0.2065 0.0026 3 CO 4 
HC 4 2 0.3803 0.0053 3 CO 3 
HC 4 3 0.2271 0.0 ERSAdeg ERSArel 4 
HV 3 2 0.4128 0.0227 2 HS 2 
HC 4 3 0.2386 0.0037 3 CO 4 
HC 4 3 0.2784 0.0056 3 CO 3 
PHS 2 2 0.6781 0.0571 FS FS 2 
HC 4 3 0.2505 0.0044 4 NA 3 
HV 3 3 0.3122 0.0054 3 CO 3 
HV 3 2 0.3364 0.0107 3 CO 3 
HV 3 2 0.4157 0.0033 3 CO 3 
HV 3 2 0.3702 0.0046 3 CO 3 
PHS 2 2 0.6626 0.0115 FS FS 2 
HV 3 2 0.3748 0.0036 3 CO 3 
HC 4 3 0.1913 0.0 4 NA 4 
HV 3 2 0.3949 0.0042 3 CO 3 
HC 4 3 0.1981 0.0031 4 NA 4 
HV 3 2 0.4445 0.0034 2 HS 2 
HC 4 3 0.2448 0.001 3 CO 3 
HV 3 3 0.3042 0.0106 3 CO 3 
PHS 2 2 0.6169 0.0045 2 HS 2 
HV 3 3 0.3341 0.0088 3 CO 3 
HC 4 3 0.202 0.0066 4 NA 4 
HV 3 2 0.3578 0.003 3 CO 3 
HC 4 3 0.251 0.0042 3 HV 3 
HV 3 2 0.4558 0.0053 2 HS 2 
HC 4 3 0.2843 0.0 3 CO 3 
HV 3 2 0.3752 0.0091 3 CO 3 
PHS 2 2 0.5912 0.0058 2 HS 2 
HV 3 2 0.3613 0.0016 3 CO 3 
HV 3 2 0.3664 0.0 3 CO 3 
HV 3 2 0.4097 0.0012 3 HV 3 
PHS 2 2 0.493 0.0029 2 HS 2 
HV 3 3 0.3207 0.0 3 CO 3 
HV 3 3 0.2756 0.0012 3 HV 3 
HV 3 2 0.3666 0.0058 3 HV 3 
PHS 2 2 0.5752 0.0159 2 GP 2 
HV 3 3 0.321 0.0041 3 HV 3 
HC 4 3 0.2269 0.0023 4 NA 4 
HV 3 3 0.3067 0.0132 3 CO 3 
HC 4 3 0.1889 0.0072 4 NA 4 
HV 3 2 0.3995 0.0025 3 CO 3 
HC 4 3 0.2599 0.0031 3 CO 3 
HV 3 2 0.3641 0.006 3 CO 3 
HC 4 3 0.2145 0.0058 4 NA 4 
HV 3 3 0.3191 0.0049 3 CO 3 
PHS 2 2 0.5865 0.0117 2 AV 2 
HV 3 3 0.3353 0.0013 3 CO 3 
HC 4 4 0.1648 0.0016 4 NA 4 
HV 3 3 0.2947 0.0056 3 CO 3 
HC 4 4 0.1663 0.0047 4 NA 4 
HV 3 2 0.4144 0.0137 3 CO 3 
HC 4 3 0.2271 0.0134 3 CO 4 
HV 3 2 0.3756 0.0148 3 CO 3 
HC 4 3 0.2088 0.0019 4 NA 4 
HV 3 3 0.2924 0.0053 3 HV 3 
PHS 2 2 0.4852 0.0063 2 HS 2 
HV 3 3 0.2579 0.0031 3 CO 3 
HV 3 3 0.2769 0.002 3 CO 3 
HV 3 2 0.4055 0.0016 3 CO 3 
HV 3 3 0.3265 0.012 3 CO 3 
PHS 2 2 0.5621 0.0082 2 AV 2 
HV 3 3 0.2699 0.0012 3 CO 3 
HV 3 3 0.3029 0.0015 3 CO 3 
HV 3 2 0.3865 0.0026 3 CO 3 
HV 3 2 0.3648 0.004 3 CO 3 
FS FS FS 0.553 0.2462 FS FS FS 
AV 2 2 0.5878 0.0146 2 HS 2 
CO 3 2 0.3421 0.0168 3 CO 3 
AV 2 2 0.5573 0.0109 2 HS 2 
FS FS FS 0.4884 0.2461 FS FS FS 
AV 2 2 0.5294 0.0062 2 HS 2 
PHS 2 2 0.5157 0.0115 2 AV 2 
HV 3 3 0.2893 0.0036 3 CO 3 
FS FS FS 0.532 0.2802 FS FS FS 
AV 2 2 0.6162 0.0067 2 HS 2 
PHS 2 2 0.5831 0.0053 2 HS 2 
HV 3 2 0.35 0.0063 3 CO 3 
PHS 2 2 0.4883 0.0039 2 HS 2 
PO PO PO 0.9853 0.0121 PO PO PO 
PO PO PO 0.9886 0.0087 PO PO PO 
GP 2 2 0.4751 0.003 3 CO 2 
PO PO PO 0.9932 0.0059 PO PO PO 
PO PO PO 0.9763 0.0237 PO PO PO 
GP 2 2 0.4577 0.0061 3 CO 2 
GGP 3 3 0.2366 0.0016 3 CO 4 
GP 2 2 0.6328 0.028 2 HS 2 
PO PO PO 0.9691 0.0302 PO PO PO 
PO PO PO 0.9723 0.0224 PO PO PO 
PO PO PO 0.986 0.0128 PO PO PO 
GP 2 2 0.5254 0.0058 2 HS 2 
GP 2 2 0.6938 0.0061 FS FS 2 
GP 2 2 0.5285 0.0062 2 HS 2 
PO PO PO 0.9773 0.0194 PO PO PO 
GP 2 2 0.5476 0.0079 3 CO 2 
GP 2 2 0.6074 0.0 2 HS 2 
GGP 3 2 0.3797 0.0035 3 CO 3 
GP 2 2 0.5334 0.0097 2 HS 2 
GP 2 2 0.5995 0.009 2 HS 2 
PO PO PO 0.9784 0.0211 PO PO PO 
GP 2 2 0.5739 0.0085 2 HS 2 
PO PO PO 0.9807 0.0171 PO PO PO 
GP 2 2 0.5484 0.0097 3 CO 2 
GP 2 2 0.5695 0.0101 2 HS 2 
GP 2 2 0.6222 0.0012 2 HS 2 
GP 2 2 0.6132 0.0045 2 HS 2 
GP 2 2 0.4732 0.0195 3 CO 2 
PO PO PO 0.9812 0.0165 PO PO PO 
PO PO PO 0.9789 0.0197 PO PO PO 
GP 2 2 0.4224 0.0135 3 CO 2 
GP 2 2 0.6023 0.0289 2 HS 2 
GP 2 2 0.558 0.0011 2 HS 2 
GP 2 2 0.6678 0.011 FS FS 2 
GP 2 2 0.4899 0.009 2 HS 2 
GP 2 2 0.3852 0.0093 3 CO 3 
PO PO PO 0.9897 0.0087 PO PO PO 
GP 2 2 0.5605 0.0265 2 HS 2 
PO PO PO 0.9773 0.0212 PO PO PO 
GP 2 2 0.5392 0.0025 2 HS 2 
PO PO PO 0.9767 0.0214 PO PO PO 
PO PO PO 0.9726 0.0225 PO PO PO 
PO PO PO 0.9871 0.0111 PO PO PO 
GP 2 2 0.528 0.0048 2 HS 2 
GP 2 2 0.543 0.0056 2 HS 2 
GP 2 2 0.6378 0.0074 2 HS 2 
GP 2 2 0.4876 0.0071 2 HS 2 
GP 2 2 0.5393 0.0062 2 HS 2 
PO PO PO 0.9822 0.0153 PO PO PO 
GP 2 2 0.6363 0.0174 2 HS 2 
GP 2 2 0.4491 0.0086 3 CO 2 
GP 2 2 0.5285 0.0107 2 HS 2 
PO PO PO 0.9854 0.0118 PO PO PO 
PO PO PO 0.9811 0.0178 PO PO PO 
MHS 2 2 0.5488 0.0109 3 CO 2 
MHS 2 2 0.5088 0.0135 3 CO 2 
HV 3 3 0.3133 0.0045 3 CO 3 
HV 3 3 0.294 0.0029 3 CO 3 
HV 3 2 0.3714 0.0032 3 CO 3 
HV 3 3 0.2843 0.0038 3 CO 3 
HV 3 3 0.2862 0.0024 3 CO 3 
MHS 2 2 0.5515 0.0034 3 CO 2 
HV 3 3 0.3423 0.004 3 CO 3 
HV 3 3 0.284 0.0044 3 CO 3 
HV 3 3 0.2985 0.0028 3 CO 3 
MHS 2 2 0.5017 0.0081 3 CO 2 
PO PO PO 0.9417 0.0562 PO PO PO 
GP 2 2 0.5403 0.0089 2 HS 2 
PO PO PO 0.9787 0.0195 PO PO PO 
MHS 2 2 0.5565 0.0103 3 CO 2 
HV 3 3 0.3024 0.002 3 CO 3 
PO PO PO 0.9835 0.0136 PO PO PO 
PO PO PO 0.9853 0.0095 PO PO PO 
PO PO PO 0.9708 0.0272 PO PO PO 
MHS 2 2 0.4569 0.0043 3 CO 2 
PO PO PO 0.9826 0.0163 PO PO PO 
PO PO PO 0.9843 0.0143 PO PO PO 
PO PO PO 0.9805 0.0189 PO PO PO 
GP 2 2 0.5908 0.0046 2 HS 2 
GP 2 2 0.5168 0.0111 2 HS 2 
GP 2 2 0.512 0.0044 2 HS 2 
PO PO PO 0.9827 0.0142 PO PO PO 
PO PO PO 0.9842 0.0137 PO PO PO 
GP 2 2 0.534 0.0174 2 HS 2 
GP 2 2 0.5586 0.02 2 AV 2 
GP 2 2 0.4983 0.0042 2 HS 2 
GGP 3 3 0.308 0.0073 3 CO 3 
GGP 3 3 0.2763 0.0025 3 CO 3 
GP 2 2 0.513 0.0014 2 HS 2 
PO PO PO 0.9857 0.0116 PO PO PO 
GP 2 2 0.4794 0.0013 3 CO 2 
GP 2 2 0.5452 0.0129 2 HS 2 
GP 2 2 0.5017 0.0103 3 CO 2 
GP 2 2 0.5226 0.0024 3 CO 2 
MHS 2 2 0.5033 0.0101 2 HS 2 
HV 3 3 0.3059 0.0 3 CO 3 
HV 3 3 0.2716 0.0022 3 CO 3 
HV 3 3 0.2601 0.0012 3 CO 3 
MHS 2 2 0.4772 0.0148 2 HS 2 
HV 3 3 0.3201 0.0 3 CO 3 
HC 4 3 0.1765 0.0049 4 NA 4 
HC 4 3 0.2167 0.0073 4 NA 4 
HC 4 3 0.2048 0.0024 4 NA 4 
HC 4 3 0.2024 0.0028 4 NA 4 
HV 3 3 0.2784 0.0047 3 CO 3 
HC 4 4 0.1461 0.0038 4 NA 4 
HC 4 3 0.2216 0.0 4 NA 4 
HC 4 3 0.2339 0.0013 3 CO 4 
HC 4 4 0.1654 0.0023 ERSAdeg ERSArel 4 
HV 3 3 0.2667 0.0 3 CO 3 
HC 4 4 0.1728 0.0016 4 NA 4 
HC 4 4 0.1668 0.0 4 NA 4 
HC 4 3 0.1893 0.0 4 NA 4 
HC 4 4 0.1587 0.0011 4 NA 4 
HV 3 3 0.2894 0.0 3 CO 3 
HV 3 3 0.3181 0.0039 3 CO 3 
HV 3 3 0.3094 0.0069 3 CO 3 
HV 3 3 0.2902 0.0014 3 CO 3 
MHS 2 2 0.4825 0.0031 3 CO 2 
HV 3 3 0.3106 0.0018 3 CO 3 
HC 4 4 0.1604 0.0081 4 NA 4 
HC 4 3 0.2135 0.0 3 CO 4 
HC 4 4 0.1314 0.003 4 NA 4 
HC 4 4 0.1689 0.0 4 NA 4 
HV 3 3 0.2446 0.0041 3 CO 3 
HC 4 4 0.1398 0.0022 4 NA 4 
HC 4 3 0.1813 0.004 4 NA 4 
HC 4 4 0.1358 0.0 4 NA 4 
HC 4 4 0.1425 0.0 4 NA 4 
HV 3 3 0.2547 0.0013 3 CO 3 
HC 4 4 0.1352 0.0 4 NA 4 
HC 4 4 0.14 0.0011 4 NA 4 
HC 4 4 0.1494 0.0 4 NA 4 
PHS 2 2 0.4856 0.0678 2 HS 2 
HV 3 3 0.2504 0.0048 3 CO 3 
HV 3 3 0.3059 0.0043 3 CO 3 
HV 3 3 0.2516 0.0 3 CO 3 
HV 3 3 0.2589 0.0057 3 CO 3 
MHS 2 2 0.4871 0.0127 3 CO 2 
HV 3 3 0.2447 0.0077 3 CO 3 
HV 3 3 0.3239 0.0044 3 CO 3 
HV 3 3 0.2897 0.0034 3 CO 3 
HV 3 3 0.2695 0.0013 3 CO 3 
MHS 2 2 0.55 0.0051 2 HS 2 
HV 3 3 0.3392 0.0056 3 CO 3 
HC 4 4 0.1691 0.0 4 NA 4 
HC 4 3 0.1948 0.0 4 NA 4 
HC 4 3 0.2435 0.0047 3 CO 3 
HC 4 3 0.2211 0.0 3 CO 4 
HV 3 3 0.3299 0.0055 3 CO 3 
HC 4 4 0.1625 0.0058 4 NA 4 
HC 4 3 0.1918 0.0011 4 NA 4 
HC 4 3 0.19 0.0046 4 NA 4 
HC 4 3 0.191 0.0 4 NA 4 
HV 3 3 0.2539 0.0076 3 CO 3 
HC 4 4 0.1497 0.0 4 NA 4 
HC 4 3 0.2002 0.0 4 NA 4 
HC 4 3 0.1717 0.0037 4 NA 4 
HC 4 4 0.1332 0.0 4 NA 4 
HV 3 3 0.2864 0.0 3 CO 3 
HC 4 4 0.1756 0.0 4 NA 4 
HC 4 3 0.1885 0.0039 4 NA 4 
HC 4 3 0.1856 0.0043 4 NA 4 
HC 4 4 0.1275 0.0 4 NA 4 
HV 3 3 0.2785 0.0022 3 CO 3 
HV 3 3 0.3473 0.0 3 CO 3 
HV 3 3 0.2983 0.0033 3 CO 3 
HV 3 3 0.2978 0.0011 3 CO 3 
PO PO PO 0.9736 0.0238 PO PO PO 
PO PO PO 0.9736 0.0249 PO PO PO 
PO PO PO 0.9749 0.0245 PO PO PO 
GP 2 2 0.4897 0.002 2 HS 2 
FS FS FS 0.4832 0.2973 FS FS FS 
FS FS FS 0.442 0.3375 FS FS FS 
AV 2 2 0.5723 0.0093 3 CO 2 
FS FS FS 0.5127 0.2536 FS FS FS 
AV 2 2 0.5537 0.0046 3 CO 2 
PO PO PO 0.9801 0.0176 PO PO PO 
PO PO PO 0.9775 0.0211 PO PO PO 
PO PO PO 0.9743 0.0235 PO PO PO 
GP 2 2 0.5898 0.0108 2 HS 2 
PO PO PO 0.983 0.0147 PO PO PO 
PO PO PO 0.9555 0.0431 PO PO PO 
PO PO PO 0.9916 0.0079 PO PO PO 
PO PO PO 0.9778 0.0207 PO PO PO 
PO PO PO 0.9775 0.0189 PO PO PO 
PO PO PO 0.9872 0.0113 PO PO PO 
PO PO PO 0.9892 0.0104 PO PO PO 
PO PO PO 0.9878 0.0099 PO PO PO 
PO PO PO 0.9925 0.006 PO PO PO 
PO PO PO 0.9857 0.0101 PO PO PO 
FS FS FS 0.5406 0.2796 FS FS FS 
PHS 2 2 0.4803 0.0146 2 AV 2 
PHS 2 2 0.4582 0.0047 2 HS 2 
PO PO PO 0.9853 0.0125 PO PO PO 
PO PO PO 0.9843 0.0143 PO PO PO 
PO PO PO 0.9938 0.0052 PO PO PO 
MHS 2 2 0.4212 0.0105 2 HS 2 
PO PO PO 0.9808 0.0183 PO PO PO 
GP 2 2 0.3774 0.0067 3 CO 3 
PO PO PO 0.9699 0.0289 PO PO PO 
PO PO PO 0.9806 0.017 PO PO PO 
PO PO PO 0.9885 0.0098 PO PO PO 
PO PO PO 0.9785 0.0173 PO PO PO 
GP 2 2 0.4447 0.0247 2 HS 2 
GP 2 2 0.5044 0.0014 2 HS 2 
GP 2 2 0.5304 0.0032 2 HS 2 
GP 2 2 0.5365 0.0064 3 CO 2 
MHS 2 2 0.535 0.0059 2 HS 2 
MHS 2 2 0.6049 0.0 2 HS 2 
HV 3 3 0.3118 0.0 3 CO 3 
HV 3 3 0.3372 0.0069 3 CO 3 
HV 3 2 0.3612 0.0 3 CO 3 
HV 3 2 0.3585 0.0 3 CO 3 
MHS 2 2 0.5468 0.003 2 HS 2 
HV 3 3 0.2811 0.0 3 CO 3 
HV 3 3 0.2998 0.0 3 CO 3 
HV 3 3 0.277 0.0 3 CO 3 
HV 3 3 0.3103 0.0026 3 CO 3 
PO PO PO 0.9869 0.0108 PO PO PO 
PO PO PO 0.9869 0.0108 PO PO PO 
PO PO PO 0.974 0.0244 PO PO PO 
PO PO PO 0.9847 0.0123 PO PO PO 
PO PO PO 0.9752 0.0239 PO PO PO 
PO PO PO 0.9875 0.0111 PO PO PO 
MHS 2 2 0.5158 0.0037 3 CO 2 
MHS 2 2 0.5158 0.0037 3 CO 2 
MHS 2 2 0.5348 0.0101 3 CO 2 
MHS 2 2 0.5433 0.0046 3 CO 2 
MHS 2 2 0.4866 0.0014 ERSAdeg ERSArel 2 
PO PO PO 0.9813 0.0137 PO PO PO 
PO PO PO 0.9828 0.0165 PO PO PO 
PO PO PO 0.984 0.0147 PO PO PO 
PO PO PO 0.9632 0.0331 PO PO PO 
MHS 2 2 0.563 0.0113 2 HS 2 
MHS 2 2 0.5624 0.0154 2 HS 2 
PO PO PO 0.982 0.0147 PO PO PO 
PO PO PO 0.9773 0.0192 PO PO PO 
FS FS FS 0.5242 0.1892 FS FS FS 
PO PO PO 0.9744 0.0256 PO PO PO 
PO PO PO 0.9772 0.0206 PO PO PO 
PO PO PO 0.9793 0.0174 PO PO PO 
