ActualRel ActualDeg KINGDeg IBD1 IBD2 ERSADeg ERSARel PONDDeg
MHS 2 2 0.5355 0.0203 2 HS 2 
MHS 2 2 0.5503 0.0156 2 HS 2 
MHS 2 2 0.5492 0.0087 2 HS 2 
MHS 2 2 0.5937 0.0022 2 HS 2 
PO PO PO 0.9825 0.0134 PO PO PO 
GP 2 2 0.3803 0.0068 2 HS 3 
PO PO PO 0.97 0.0263 PO PO PO 
PO PO PO 0.983 0.0149 PO PO PO 
GP 2 2 0.5025 0.0132 2 HS 2 
GP 2 2 0.4119 0.0 3 CO 3 
PO PO PO 0.9777 0.0195 PO PO PO 
GP 2 2 0.495 0.0082 ERSAdeg ERSArel 2 
GP 2 2 0.5826 0.0072 2 HS 2 
GP 2 2 0.5745 0.0026 2 HS 2 
PO PO PO 0.9817 0.0155 PO PO PO 
FS FS FS 0.5184 0.2499 FS FS FS 
AV 2 2 0.5926 0.0064 2 HS 2 
FS FS FS 0.5088 0.1921 FS FS FS 
AV 2 2 0.5115 0.0021 2 HS 2 
CO 3 3 0.3169 0.0082 3 CO 3 
CO 3 3 0.3215 0.0092 3 CO 3 
AV 2 2 0.4881 0.0057 3 CO 2 
AV 2 2 0.4668 0.0016 2 HS 2 
FS FS FS 0.486 0.3049 FS FS FS 
AV 2 2 0.5765 0.0049 2 HS 2 
CO 3 3 0.3242 0.0025 3 CO 3 
CO 3 3 0.2971 0.0028 3 CO 3 
CO 3 2 0.3506 0.0058 3 CO 3 
AV 2 2 0.5784 0.0056 2 HS 2 
AV 2 2 0.5603 0.0095 2 HS 2 
AV 2 2 0.5734 0.0099 2 HS 2 
FS FS FS 0.5423 0.1958 FS FS FS 
AV 2 2 0.4423 0.0097 3 CO 2 
FS FS FS 0.5105 0.2079 FS FS FS 
AV 2 2 0.5622 0.0026 2 HS 2 
AV 2 2 0.4943 0.0011 2 HS 2 
FS FS FS 0.5754 0.2277 FS FS FS 
AV 2 2 0.57 0.0151 2 HS 2 
AV 2 2 0.4812 0.0095 3 CO 2 
AV 2 2 0.5172 0.002 3 CO 2 
FS FS FS 0.4616 0.2694 FS FS FS 
FS FS FS 0.4897 0.3636 FS FS FS 
AV 2 2 0.5964 0.0342 2 HS 2 
CO 3 2 0.3938 0.0016 3 CO 3 
CO 3 2 0.3481 0.0065 3 CO 3 
CO 3 3 0.3242 0.0026 3 CO 3 
AV 2 2 0.6635 0.0057 FS FS 2 
CO 3 2 0.3529 0.0035 3 CO 3 
CO 3 2 0.3591 0.0032 3 CO 3 
CO 3 2 0.3793 0.0051 3 CO 3 
AV 2 2 0.6252 0.0141 2 HS 2 
AV 2 2 0.6428 0.009 2 HS 2 
AV 2 2 0.6048 0.0025 2 HS 2 
FS FS FS 0.5572 0.2437 FS FS FS 
AV 2 2 0.5446 0.0112 2 HS 2 
AV 2 2 0.5093 0.0124 3 CO 2 
FS FS FS 0.5453 0.2282 FS FS FS 
AV 2 2 0.5329 0.0 3 CO 2 
AV 2 2 0.5346 0.0102 2 HS 2 
AV 2 2 0.5404 0.002 3 CO 2 
PO PO PO 0.9875 0.0117 PO PO PO 
PO PO PO 0.9875 0.0125 PO PO PO 
GP 2 2 0.5038 0.0024 2 HS 2 
GP 2 2 0.5196 0.0062 2 HS 2 
PO PO PO 0.9886 0.0113 PO PO PO 
GP 2 2 0.5528 0.0026 2 AV 2 
GP 2 2 0.5896 0.005 FS FS 2 
PO PO PO 0.9855 0.0138 PO PO PO 
PHS 2 2 0.4327 0.0031 2 HS 2 
HV 3 3 0.2532 0.0047 3 HV 3 
HV 3 3 0.2657 0.0033 3 CO 3 
PHS 2 2 0.6098 0.0049 2 GP 2 
HV 3 3 0.343 0.0023 3 CO 3 
HC 4 3 0.2444 0.0013 4 NA 3 
HC 4 3 0.1942 0.0044 4 NA 4 
HV 3 3 0.3313 0.0024 3 HV 3 
HC 4 3 0.2325 0.0 4 NA 4 
HC 4 3 0.2104 0.0045 4 NA 4 
HV 3 2 0.3694 0.0048 3 HV 3 
HV 3 2 0.3529 0.0012 3 HV 3 
PHS 2 2 0.5077 0.0049 2 AV 2 
HV 3 3 0.3148 0.0062 3 HV 3 
HV 3 3 0.3349 0.0028 3 HV 3 
PO PO PO 0.9568 0.0387 PO PO PO 
PO PO PO 0.9438 0.0543 PO PO PO 
GP 2 2 0.5531 0.0232 2 HS 2 
PO PO PO 0.9791 0.0209 PO PO PO 
GP 2 2 0.5696 0.0061 2 HS 2 
GP 2 2 0.5489 0.0035 2 HS 2 
GP 2 2 0.5991 0.0013 2 HS 2 
FS FS FS 0.5144 0.242 FS FS FS 
AV 2 2 0.542 0.0059 3 CO 2 
CO 3 2 0.3654 0.008 3 CO 3 
CO 3 2 0.3766 0.0032 3 CO 3 
CO 3 3 0.3101 0.0037 3 CO 3 
AV 2 2 0.5451 0.0073 3 CO 2 
AV 2 2 0.5528 0.0025 3 CO 2 
AV 2 2 0.5521 0.0063 3 CO 2 
PO PO PO 0.9808 0.0171 PO PO PO 
PO PO PO 0.977 0.0208 PO PO PO 
GP 2 2 0.5602 0.0064 2 HS 2 
GP 2 2 0.4817 0.008 3 CO 2 
GP 2 2 0.5522 0.0081 2 HS 2 
PO PO PO 0.9825 0.0163 PO PO PO 
PO PO PO 0.9863 0.013 PO PO PO 
GP 2 2 0.5719 0.0117 2 HS 2 
GGP 3 3 0.3496 0.0019 3 CO 3 
GP 2 2 0.5536 0.0103 2 HS 2 
GP 2 2 0.5353 0.0143 2 HS 2 
GP 2 2 0.5884 0.0113 2 HS 2 
MHS 2 2 0.5553 0.0098 2 HS 2 
HV 3 3 0.3006 0.0045 3 CO 3 
HV 3 3 0.3342 0.0047 3 CO 3 
HV 3 3 0.3132 0.001 3 CO 3 
FS FS FS 0.5122 0.23 FS FS FS 
AV 2 2 0.4489 0.0048 3 CO 2 
CO 3 3 0.2651 0.0 3 CO 3 
CO 3 3 0.2257 0.0023 3 CO 4 
CO 3 3 0.2127 0.0023 3 CO 4 
CO 3 3 0.2276 0.0021 3 CO 4 
AV 2 2 0.4786 0.0184 3 CO 2 
CO 3 3 0.2886 0.0023 3 CO 3 
CO 3 3 0.2576 0.0029 3 CO 3 
CO 3 3 0.2963 0.0 3 CO 3 
CO 3 3 0.2799 0.0051 3 CO 3 
AV 2 2 0.5096 0.0044 3 CO 2 
CO 3 3 0.2792 0.0053 3 CO 3 
CO 3 3 0.2988 0.0066 3 CO 3 
CO 3 3 0.2985 0.0028 3 CO 3 
CO 3 3 0.2862 0.0047 3 CO 3 
AV 2 2 0.501 0.0061 3 CO 2 
AV 2 2 0.5111 0.0045 3 CO 2 
AV 2 2 0.4873 0.0043 3 CO 2 
AV 2 2 0.5367 0.002 2 HS 2 
MHS 2 2 0.5299 0.0042 2 HS 2 
HV 3 3 0.3219 0.0095 3 CO 3 
HV 3 3 0.3108 0.0037 3 CO 3 
HV 3 2 0.344 0.0058 3 CO 3 
HV 3 2 0.3711 0.0056 3 CO 3 
PO PO PO 0.9838 0.0128 PO PO PO 
PO PO PO 0.9729 0.0268 PO PO PO 
PO PO PO 0.9874 0.0122 PO PO PO 
PO PO PO 0.9645 0.0335 PO PO PO 
PO PO PO 0.9835 0.0159 PO PO PO 
MHS 2 2 0.6056 0.0226 2 HS 2 
PO PO PO 0.9818 0.0144 PO PO PO 
PO PO PO 0.9915 0.0085 PO PO PO 
PO PO PO 0.9541 0.044 PO PO PO 
PO PO PO 0.9786 0.0196 PO PO PO 
PO PO PO 0.9812 0.0163 PO PO PO 
PO PO PO 0.9839 0.0156 PO PO PO 
FS FS FS 0.5026 0.238 FS FS FS 
PHS 2 2 0.4563 0.0091 2 HS 2 
PHS 2 2 0.554 0.0141 2 HS 2 
PHS 2 2 0.4957 0.0131 2 HS 2 
PHS 2 2 0.5575 0.0031 2 AV 2 
PHS 2 2 0.5608 0.0099 2 GP 2 
PHS 2 2 0.5011 0.013 2 AV 2 
PHS 2 2 0.5488 0.0144 2 AV 2 
PHS 2 2 0.4823 0.0137 2 AV 2 
PHS 2 2 0.6731 0.0077 FS FS 2 
PHS 2 2 0.5394 0.0197 2 AV 2 
PHS 2 2 0.5202 0.0053 2 HS 2 
PHS 2 2 0.556 0.0064 2 AV 2 
PHS 2 2 0.5664 0.0162 2 AV 2 
PHS 2 2 0.4223 0.0108 2 HS 2 
PO PO PO 0.9673 0.0297 PO PO PO 
PO PO PO 0.9956 0.0025 PO PO PO 
PO PO PO 0.9703 0.0258 PO PO PO 
PO PO PO 0.9808 0.017 PO PO PO 
PO PO PO 0.9648 0.0347 PO PO PO 
PHS 2 2 0.5046 0.0034 2 AV 2 
PHS 2 2 0.4796 0.0097 2 AV 2 
PHS 2 2 0.4751 0.0184 2 HS 2 
PHS 2 2 0.4773 0.0081 2 AV 2 
PHS 2 2 0.5775 0.009 2 AV 2 
PHS 2 2 0.5506 0.0092 2 HS 2 
PHS 2 2 0.488 0.0104 2 HS 2 
PHS 2 2 0.4737 0.0155 2 AV 2 
PHS 2 2 0.6128 0.0118 2 AV 2 
PO PO PO 0.9838 0.0138 PO PO PO 
PO PO PO 0.9603 0.039 PO PO PO 
PO PO PO 0.9882 0.0086 PO PO PO 
PO PO PO 0.9825 0.0142 PO PO PO 
PO PO PO 0.9798 0.0173 PO PO PO 
PO PO PO 0.9796 0.019 PO PO PO 
PHS 2 2 0.5666 0.0156 2 AV 2 
PHS 2 2 0.5705 0.003 2 GP 2 
PHS 2 2 0.5647 0.0038 FS FS 2 
FS FS FS 0.5482 0.262 FS FS FS 
FS FS FS 0.4324 0.2583 FS FS FS 
PHS 2 2 0.4552 0.0113 2 HS 2 
PHS 2 2 0.6071 0.0153 2 AV 2 
PHS 2 2 0.5908 0.0139 2 HS 2 
PHS 2 2 0.5468 0.01 2 HS 2 
PHS 2 2 0.5731 0.0059 2 AV 2 
PHS 2 2 0.5462 0.0069 2 AV 2 
PHS 2 2 0.415 0.0077 3 CO 3 
PHS 2 2 0.5351 0.0077 2 AV 2 
PHS 2 2 0.5279 0.007 2 HS 2 
FS FS FS 0.516 0.272 FS FS FS 
PO PO PO 0.9643 0.0314 PO PO PO 
PO PO PO 0.9727 0.0232 PO PO PO 
PO PO PO 0.9802 0.0165 PO PO PO 
MHS 2 2 0.6035 0.0297 2 HS 2 
MHS 2 2 0.5488 0.0322 2 HS 2 
MHS 2 2 0.5758 0.0241 2 HS 2 
PO PO PO 0.9803 0.0172 PO PO PO 
PO PO PO 0.9639 0.0335 PO PO PO 
PO PO PO 0.9898 0.0096 PO PO PO 
PO PO PO 0.9885 0.0099 PO PO PO 
PO PO PO 0.987 0.011 PO PO PO 
PO PO PO 0.987 0.011 PO PO PO 
PO PO PO 0.9889 0.0093 PO PO PO 
PO PO PO 0.9742 0.0232 PO PO PO 
PO PO PO 0.9795 0.0172 PO PO PO 
GP 2 2 0.5491 0.0052 3 CO 2 
PO PO PO 0.9763 0.0202 PO PO PO 
PHS 2 2 0.473 0.0079 2 HS 2 
PHS 2 2 0.4922 0.0141 2 AV 2 
PHS 2 2 0.4199 0.0028 2 HS 3 
PHS 2 2 0.4927 0.0014 2 HS 2 
PHS 2 2 0.4927 0.0014 2 HS 2 
PHS 2 2 0.4663 0.0144 2 AV 2 
PHS 2 2 0.4597 0.0038 2 HS 2 
PHS 2 2 0.5261 0.0074 2 HS 2 
HV 3 3 0.2869 0.0043 3 CO 3 
PHS 2 2 0.6048 0.0051 2 HS 2 
PHS 2 2 0.422 0.0192 ERSAdeg ERSArel 2 
PHS 2 2 0.5779 0.017 2 AV 2 
PHS 2 2 0.5336 0.0058 2 AV 2 
PHS 2 2 0.5336 0.0058 2 AV 2 
PHS 2 2 0.5982 0.0129 2 AV 2 
PHS 2 2 0.4786 0.0061 2 HS 2 
PHS 2 2 0.6241 0.0145 2 AV 2 
HV 3 2 0.4115 0.0017 3 CO 3 
PHS 2 2 0.5608 0.0086 2 HS 2 
PHS 2 2 0.4838 0.0084 2 AV 2 
PHS 2 2 0.4078 0.0104 2 HS 3 
PHS 2 2 0.4078 0.0104 2 HS 3 
PHS 2 2 0.6249 0.0127 FS FS 2 
PHS 2 2 0.52 0.0112 2 AV 2 
PHS 2 2 0.4792 0.0039 2 AV 2 
HV 3 3 0.349 0.0018 3 CO 3 
PHS 2 2 0.4302 0.0057 3 CO 2 
PHS 2 2 0.449 0.0105 2 AV 2 
PHS 2 2 0.449 0.0105 2 AV 2 
PHS 2 2 0.5935 0.0073 2 GP 2 
PHS 2 2 0.6364 0.0156 FS FS 2 
PHS 2 2 0.5586 0.0042 2 AV 2 
HV 3 3 0.3401 0.0027 3 CO 3 
PHS 2 2 0.4218 0.0108 3 CO 2 
FS FS Dup/MZ 0.0 1.0 PO PO FS 
FS FS FS 0.5084 0.2529 FS FS FS 
FS FS FS 0.5109 0.3086 FS FS FS 
PHS 2 2 0.5106 0.0025 2 HS 2 
HV 3 3 0.2868 0.0095 3 CO 3 
FS FS FS 0.5934 0.2295 FS FS FS 
FS FS FS 0.5088 0.2529 FS FS FS 
FS FS FS 0.5109 0.3086 FS FS FS 
PHS 2 2 0.5106 0.0025 2 HS 2 
HV 3 3 0.2868 0.0095 3 CO 3 
FS FS FS 0.5934 0.2295 FS FS FS 
FS FS FS 0.5351 0.21 FS FS FS 
PHS 2 2 0.5668 0.0086 2 AV 2 
HV 3 2 0.3897 0.0034 3 CO 3 
FS FS FS 0.5179 0.1908 FS FS FS 
PHS 2 2 0.5466 0.0058 2 HS 2 
HV 3 3 0.2865 0.0053 3 CO 3 
FS FS FS 0.4493 0.309 FS FS FS 
PHS 2 2 0.4611 0.0088 3 CO 2 
HV 3 3 0.2513 0.0052 3 CO 3 
PO PO PO 0.9667 0.0311 PO PO PO 
PO PO PO 0.9767 0.0216 PO PO PO 
GP 2 2 0.6716 0.0202 FS FS 2 
PO PO PO 0.9772 0.0206 PO PO PO 
PO PO PO 0.9663 0.0316 ERSAdeg ERSArel PO 
GP 2 2 0.5684 0.0253 2 AV 2 
GP 2 2 0.6526 0.0077 FS FS 2 
PO PO PO 0.9584 0.0403 ERSAdeg ERSArel PO 
PO PO PO 0.9432 0.0565 PO PO PO 
PO PO PO 0.975 0.0233 PO PO PO 
GP 2 2 0.5781 0.0088 2 AV 2 
GP 2 2 0.4797 0.0146 2 HS 2 
GP 2 2 0.491 0.0011 2 HS 2 
PO PO PO 0.9746 0.0243 PO PO PO 
PO PO PO 0.9809 0.0169 PO PO PO 
PO PO PO 0.9741 0.0243 PO PO PO 
PO PO PO 0.99 0.0092 PO PO PO 
PO PO PO 0.9325 0.0666 PO PO PO 
PHS 2 2 0.4988 0.0094 2 AV 2 
HV 3 2 0.3362 0.0154 3 HV 3 
PHS 2 2 0.4712 0.0019 2 AV 2 
PHS 2 2 0.3942 0.0031 3 CO 3 
HV 3 3 0.2745 0.0117 3 HV 3 
HV 3 3 0.2708 0.0162 3 CO 3 
PHS 2 2 0.587 0.0083 2 HS 2 
PHS 2 2 0.576 0.0055 2 AV 2 
PHS 2 2 0.5273 0.0071 2 AV 2 
HV 3 3 0.3109 0.0052 3 CO 3 
HV 3 3 0.2794 0.0047 3 HV 3 
HV 3 3 0.2618 0.0053 3 HV 3 
PHS 2 2 0.4783 0.0061 2 HS 2 
FS FS FS 0.5071 0.3071 FS FS FS 
FS FS FS 0.4549 0.2838 FS FS FS 
PHS 2 2 0.5032 0.0092 2 HS 2 
PHS 2 2 0.5569 0.0121 2 HS 2 
PHS 2 2 0.5073 0.0 2 AV 2 
HV 3 2 0.4134 0.0 3 HV 3 
PHS 2 2 0.4876 0.0068 2 AV 2 
HV 3 2 0.3612 0.0099 3 CO 3 
PHS 2 2 0.6098 0.0068 FS FS 2 
HV 3 2 0.4359 0.017 2 HS 2 
PHS 2 2 0.5099 0.0075 2 AV 2 
HV 3 2 0.344 0.012 3 CO 3 
PHS 2 2 0.4836 0.0052 2 AV 2 
HV 3 2 0.3665 0.0069 3 HV 3 
PHS 2 2 0.6111 0.0097 2 AV 2 
HV 3 2 0.4338 0.01 2 HS 2 
PHS 2 2 0.5468 0.0 2 AV 2 
PHS 2 2 0.5411 0.0073 FS FS 2 
PHS 2 2 0.4917 0.0058 2 GP 2 
PHS 2 2 0.5135 0.0039 2 AV 2 
PHS 2 2 0.478 0.001 2 AV 2 
PHS 2 2 0.4962 0.0011 2 AV 2 
PHS 2 2 0.5289 0.0158 2 AV 2 
HV 3 2 0.3847 0.0032 3 CO 3 
HV 3 2 0.3737 0.0014 3 CO 3 
PHS 2 2 0.5684 0.0163 2 AV 2 
HV 3 2 0.3514 0.0075 3 CO 3 
HV 3 2 0.3843 0.002 3 HV 3 
PHS 2 2 0.4664 0.0064 2 AV 2 
HV 3 3 0.3348 0.0029 3 CO 3 
HV 3 3 0.3215 0.0128 3 HV 3 
PHS 2 2 0.5461 0.0058 2 AV 2 
HV 3 3 0.2423 0.0092 3 CO 3 
HV 3 2 0.3965 0.032 2 HS 3 
PHS 2 2 0.6031 0.0054 2 AV 2 
HV 3 3 0.315 0.005 3 CO 3 
HV 3 2 0.4271 0.0075 ERSAdeg ERSArel 2 
PHS 2 2 0.6189 0.0101 2 AV 2 
HV 3 2 0.3898 0.0205 3 CO 3 
HV 3 2 0.4161 0.0223 ERSAdeg ERSArel 2 
PHS 2 FS 0.5996 0.113 FS FS 2 
PHS 2 2 0.5612 0.007 FS FS 2 
HV 3 2 0.3697 0.0021 3 CO 3 
HV 3 3 0.3001 0.0041 3 HV 3 
HV 3 3 0.3042 0.0035 3 HV 3 
PHS 2 2 0.376 0.0 3 CO 3 
PHS 2 2 0.5509 0.005 2 AV 2 
PHS 2 2 0.5072 0.0037 2 HS 2 
PHS 2 2 0.5016 0.0141 2 AV 2 
PHS 2 2 0.5758 0.0095 2 GP 2 
HV 3 2 0.3655 0.0079 3 CO 3 
HV 3 3 0.3068 0.0141 3 HV 3 
HV 3 3 0.3052 0.0025 3 HV 3 
PHS 2 2 0.4685 0.0058 2 HS 2 
PHS 2 2 0.5734 0.004 2 AV 2 
PHS 2 2 0.6514 0.0144 FS FS 2 
PHS 2 2 0.5799 0.0224 2 AV 2 
PHS 2 2 0.5888 0.0197 2 AV 2 
PHS 2 2 0.486 0.0042 2 GP 2 
HV 3 3 0.3003 0.0192 ERSAdeg ERSArel 3 
HV 3 3 0.2468 0.0043 3 HV 3 
HV 3 3 0.2371 0.0068 3 CO 4 
PHS 2 2 0.5683 0.0084 2 AV 2 
HV 3 2 0.3701 0.0158 ERSAdeg ERSArel 3 
HV 3 3 0.2927 0.0053 3 CO 3 
HV 3 3 0.2947 0.0 3 CO 3 
PHS 2 2 0.5799 0.0062 2 GP 2 
HV 3 3 0.3389 0.0068 3 HV 3 
HV 3 2 0.3582 0.0068 ERSAdeg ERSArel 3 
HV 3 3 0.2887 0.0 3 HV 3 
PHS 2 2 0.6546 0.0092 FS FS 2 
HV 3 2 0.4267 0.01 ERSAdeg ERSArel 2 
HV 3 3 0.3406 0.0043 3 CO 3 
HV 3 3 0.3367 0.0081 3 HV 3 
PHS 2 2 0.5634 0.0026 2 AV 2 
PHS 2 2 0.4866 0.0047 2 HS 2 
PHS 2 2 0.5095 0.0064 2 AV 2 
PHS 2 2 0.478 0.0115 2 HS 2 
FS FS FS 0.5755 0.1877 FS FS FS 
PHS 2 2 0.4546 0.0166 2 AV 2 
PHS 2 2 0.5022 0.006 2 AV 2 
PHS 2 2 0.595 0.0101 2 AV 2 
PHS 2 2 0.5974 0.012 FS FS 2 
PHS 2 2 0.5504 0.0202 2 AV 2 
PO PO PO 0.9894 0.0092 PO PO PO 
GP 2 2 0.4838 0.0095 2 HS 2 
GP 2 2 0.503 0.0056 2 HS 2 
PO PO PO 0.9847 0.0137 PO PO PO 
PO PO PO 0.9852 0.0145 PO PO PO 
MHS 2 2 0.5269 0.0053 3 CO 2 
HV 3 3 0.2903 0.0013 3 CO 3 
HV 3 3 0.2843 0.0023 3 CO 3 
MHS 2 2 0.5235 0.0034 3 CO 2 
PO PO PO 0.9961 0.0026 PO PO PO 
PO PO PO 0.9887 0.0099 PO PO PO 
PO PO PO 0.9954 0.0032 PO PO PO 
PO PO PO 0.9869 0.0104 PO PO PO 
GP 2 2 0.6054 0.0607 FS FS 2 
GP 2 2 0.5569 0.016 2 HS 2 
GP 2 2 0.5128 0.0551 2 AV 2 
GP 2 2 0.56 0.0205 2 AV 2 
GP 2 2 0.4993 0.0162 2 AV 2 
FS FS FS 0.5577 0.2631 FS FS FS 
FS FS FS 0.4691 0.281 FS FS FS 
PHS 2 2 0.4877 0.0053 2 AV 2 
HV 3 2 0.3695 0.0026 3 HV 3 
HV 3 3 0.3286 0.0059 3 HV 3 
HV 3 3 0.3012 0.003 3 HV 3 
HV 3 2 0.3503 0.0049 3 HV 3 
HV 3 3 0.2939 0.0 3 GGP 3 
FS FS FS 0.5354 0.2442 FS FS FS 
PHS 2 2 0.4997 0.0082 2 AV 2 
HV 3 2 0.4103 0.0055 2 HS 3 
HV 3 3 0.3399 0.0021 3 CO 3 
HV 3 3 0.3144 0.0 3 CO 3 
HV 3 2 0.3564 0.0025 3 HV 3 
HV 3 3 0.2941 0.0021 3 CO 3 
PHS 2 2 0.4372 0.0112 2 HS 2 
HV 3 3 0.324 0.0017 3 CO 3 
HV 3 3 0.3146 0.0021 3 CO 3 
HV 3 3 0.2901 0.0012 3 CO 3 
HV 3 3 0.3186 0.0071 3 CO 3 
HV 3 3 0.2613 0.004 3 HV 3 
PO PO PO 0.9865 0.0117 PO PO PO 
PO PO PO 0.9863 0.0133 PO PO PO 
GP 2 2 0.539 0.0044 2 HS 2 
PO PO PO 0.9798 0.0193 PO PO PO 
GP 2 2 0.5092 0.0089 2 HS 2 
GP 2 2 0.4674 0.0081 3 CO 2 
GP 2 2 0.4857 0.0026 2 HS 2 
GP 2 2 0.5926 0.0011 2 HS 2 
PO PO PO 0.9808 0.0177 PO PO PO 
GP 2 2 0.5106 0.0099 2 HS 2 
GP 2 2 0.4263 0.0 2 HS 2 
GP 2 2 0.6072 0.0068 2 HS 2 
PO PO PO 0.9767 0.0214 PO PO PO 
PO PO PO 0.9823 0.0158 PO PO PO 
GP 2 2 0.5547 0.0139 3 CO 2 
MHS 2 2 0.5205 0.0491 2 HS 2 
MHS 2 2 0.5399 0.0505 2 HS 2 
HV 3 3 0.3418 0.0017 3 CO 3 
MHS 2 2 0.5551 0.0015 ERSAdeg ERSArel 2 
HV 3 3 0.3236 0.003 3 CO 3 
MHS 2 2 0.5744 0.0031 2 HS 2 
HV 3 3 0.2779 0.0029 3 CO 3 
HC 4 3 0.1899 0.0 4 NA 4 
HV 3 3 0.334 0.0 3 CO 3 
MHS 2 2 0.5571 0.0046 2 HS 2 
HV 3 3 0.342 0.0011 3 CO 3 
HV 3 3 0.3132 0.0022 3 CO 3 
HV 3 3 0.2899 0.0184 3 CO 3 
HV 3 2 0.3708 0.0156 3 CO 3 
MHS 2 2 0.5735 0.0075 2 HS 2 
HV 3 3 0.2659 0.004 3 HV 3 
HC 4 3 0.1806 0.0086 3 CO 4 
HV 3 3 0.2846 0.0052 3 CO 3 
HC 4 3 0.1782 0.0074 4 NA 4 
HV 3 3 0.2922 0.003 3 CO 3 
HC 4 3 0.2006 0.0011 3 CO 4 
HV 3 3 0.3073 0.0152 3 CO 3 
HC 4 3 0.2237 0.0014 3 CO 4 
HV 3 2 0.366 0.0021 3 CO 3 
MHS 2 2 0.5096 0.0017 2 HS 2 
HV 3 3 0.3285 0.007 3 CO 3 
HV 3 3 0.2234 0.0014 4 NA 4 
HV 3 2 0.3258 0.0267 3 CO 3 
MHS 2 2 0.4352 0.0068 3 CO 2 
HV 3 3 0.2687 0.0089 3 CO 3 
HC 4 3 0.1773 0.0 4 NA 4 
HV 3 3 0.2062 0.0012 4 NA 4 
HC 4 4 0.1644 0.002 4 NA 4 
HV 3 3 0.2922 0.0117 3 HV 3 
HC 4 3 0.1813 0.0015 4 NA 4 
HV 3 3 0.2347 0.004 3 CO 4 
FS FS FS 0.5795 0.2174 FS FS FS 
AV 2 2 0.5315 0.0052 3 CO 2 
PO PO PO 0.9861 0.0127 PO PO PO 
GP 2 2 0.5377 0.0215 2 HS 2 
GP 2 2 0.488 0.011 2 HS 2 
PO PO PO 0.977 0.0226 PO PO PO 
PO PO PO 0.9755 0.0242 PO PO PO 
GP 2 2 0.5702 0.0068 2 AV 2 
GP 2 2 0.5716 0.0082 2 HS 2 
GP 2 2 0.5374 0.0088 2 HS 2 
GP 2 2 0.6136 0.014 2 AV 2 
PO PO PO 0.9848 0.0126 PO PO PO 
PO PO PO 0.9806 0.0184 PO PO PO 
GP 2 2 0.4939 0.0059 2 AV 2 
GP 2 2 0.6202 0.0 2 HS 2 
GP 2 2 0.4443 0.0137 2 HS 2 
GP 2 2 0.5108 0.0 2 HS 2 
GP 2 2 0.53 0.0028 2 HS 2 
GP 2 2 0.3787 0.0078 2 HS 3 
GP 2 2 0.4778 0.0048 2 HS 2 
PO PO PO 0.9831 0.0162 PO PO PO 
GP 2 2 0.558 0.0232 2 AV 2 
GP 2 2 0.4306 0.0125 2 HS 2 
PO PO PO 0.9777 0.0202 PO PO PO 
GP 2 2 0.52 0.0086 2 HS 2 
PO PO PO 0.9812 0.0172 PO PO PO 
GP 2 2 0.59 0.0072 2 HS 2 
PO PO PO 0.9756 0.0222 PO PO PO 
PHS 2 2 0.5204 0.017 2 HS 2 
HV 3 3 0.3093 0.0173 3 CO 3 
HV 3 2 0.3646 0.0023 3 CO 3 
HV 3 3 0.2843 0.008 3 CO 3 
HV 3 3 0.29 0.0108 3 CO 3 
PHS 2 2 0.436 0.0108 2 AV 2 
HV 3 3 0.2693 0.0077 3 HV 3 
HC 4 3 0.2025 0.0036 4 NA 4 
HC 4 3 0.2515 0.0096 3 CO 3 
HC 4 3 0.1546 0.0151 4 NA 4 
HC 4 3 0.1925 0.0092 4 NA 4 
HC 4 4 0.144 0.0028 4 NA 4 
HC 4 3 0.1744 0.0039 4 NA 4 
HV 3 3 0.2733 0.0041 3 CO 3 
HC 4 3 0.185 0.0039 4 NA 4 
HC 4 3 0.3072 0.0045 3 CO 3 
HC 4 4 0.1297 0.0026 UN NA 4 
HC 4 3 0.178 0.0051 4 NA 4 
HC 4 4 0.1345 0.0027 4 NA 4 
HC 4 4 0.1598 0.007 4 NA 4 
HV 3 3 0.2821 0.0136 3 CO 3 
HC 4 3 0.2194 0.0015 4 NA 4 
HC 4 3 0.2711 0.0021 3 CO 3 
HC 4 4 0.1679 0.0 4 NA 4 
HC 4 3 0.208 0.0024 4 NA 4 
HC 4 3 0.1828 0.0 4 NA 4 
HC 4 3 0.2009 0.0 4 NA 4 
HV 3 3 0.2927 0.0143 3 CO 3 
HC 4 3 0.2027 0.0015 4 NA 4 
HC 4 3 0.2494 0.0021 3 CO 3 
HC 4 4 0.1553 0.0022 4 NA 4 
HC 4 3 0.237 0.0012 4 NA 4 
HC 4 4 0.1623 0.0014 4 NA 4 
HC 4 3 0.1853 0.0 4 NA 4 
HV 3 3 0.3098 0.0062 3 HV 3 
HV 3 2 0.4374 0.0351 3 CO 2 
HV 3 3 0.2305 0.0047 3 HV 4 
HV 3 3 0.2721 0.0047 3 HV 3 
HV 3 3 0.1978 0.0015 4 NA 4 
HV 3 3 0.253 0.0 3 HV 3 
PHS 2 2 0.524 0.0066 2 AV 2 
HV 3 3 0.2961 0.0051 3 CO 3 
HC 4 3 0.1933 0.0082 4 NA 4 
HV 3 3 0.2918 0.0072 3 CO 3 
HC 4 3 0.1942 0.0 4 NA 4 
HV 3 3 0.3484 0.0019 3 CO 3 
HC 4 3 0.2153 0.0021 4 NA 4 
HV 3 3 0.3367 0.0033 3 CO 3 
HC 4 3 0.1964 0.0 4 NA 4 
