         PAIR_ID  YOUNGER    OLDER  REL      PROB       HSR     N        AV        GP       MHS       PHS  AV_ERROR
   HMB384_HMB620   HMB620   HMB384  PHS  0.999916  0.989871  38.0  0.000084  0.000000  0.000000  0.999916     False
   HMB384_HMB622   HMB622   HMB384  PHS  0.997847  0.997257  46.0  0.001155  0.000998  0.000000  0.997847     False
   HMB385_HMB620   HMB620   HMB385   GP  0.979966  0.702897  29.0  0.011420  0.979966  0.000000  0.008613     False
   HMB385_HMB622   HMB622   HMB385   GP  0.972445  0.739934  29.0  0.004134  0.972445  0.000000  0.023421     False
  HMB2214_HMB401  HMB2214   HMB401  PHS  0.772426  0.937479  52.0  0.221954  0.005620  0.000000  0.772426     False
  HMB2256_HMB385  HMB2256   HMB385   AV  0.890226  0.909121  56.0  0.890226  0.002223  0.000000  0.107550     False
  HMB384_HMB5278  HMB5278   HMB384   AV  0.882986  0.891736  54.0  0.882986  0.008816  0.000000  0.108198      True
  HMB385_HMB5278  HMB5278   HMB385  PHS  0.700160  0.896241  47.0  0.164908  0.134932  0.000000  0.700160     False
   HMB412_HMB645   HMB645   HMB412   AV  0.803686  0.860571  49.0  0.803686  0.000000  0.000000  0.196314     False
   HMB412_HMB646   HMB646   HMB412  PHS  0.629321  0.870087  46.0  0.370679  0.000000  0.000000  0.629321     False
   HMB412_HMB647   HMB647   HMB412   AV  0.884353  0.867754  52.0  0.884353  0.037385  0.000000  0.078262     False
   HMB412_HMB648   HMB648   HMB412  PHS  0.459917  0.878241  47.0  0.282904  0.257179  0.000000  0.459917     False
   HMB412_HMB649   HMB649   HMB412   AV  0.566347  0.811651  48.0  0.566347  0.416411  0.000000  0.017243     False
   HMB413_HMB773   HMB413   HMB773  PHS  0.999361  0.992836  44.0  0.000639  0.000000  0.000000  0.999361     False
   HMB412_HMB794   HMB794   HMB412  PHS  0.999993  0.988418  30.0  0.000007  0.000000  0.000000  0.999993     False
  HMB2185_HMB410  HMB2185   HMB410  PHS  0.999005  0.991292  45.0  0.000995  0.000000  0.000000  0.999005     False
  HMB2212_HMB413   HMB413  HMB2212  PHS  0.998405  0.989360  46.0  0.001595  0.000000  0.000000  0.998405     False
  HMB2279_HMB421  HMB2279   HMB421   AV  0.950579  0.869393  54.0  0.950579  0.011854  0.000000  0.037567     False
   HMB442_HMB972   HMB442   HMB972   AV  1.000000  0.863968  44.0  1.000000  0.000000  0.000000  0.000000     False
   HMB442_HMB975   HMB442   HMB975   AV  1.000000  0.794334  50.0  1.000000  0.000000  0.000000  0.000000     False
  HMB1050_HMB459  HMB1050   HMB459   GP  0.958095  0.791092  34.0  0.004679  0.958095  0.000000  0.037226     False
  HMB2943_HMB458  HMB2943   HMB458  PHS  0.999658  0.979707  41.0  0.000342  0.000000  0.000000  0.999658     False
   HMB494_HMB495   HMB495   HMB494  PHS  0.999772  0.991021  41.0  0.000228  0.000000  0.000000  0.999772     False
   HMB500_HMB773   HMB773   HMB500   AV  1.000000  0.968482  58.0  1.000000  0.000000  0.000000  0.000000     False
  HMB2099_HMB494  HMB2099   HMB494   GP  0.967111  0.771664  37.0  0.019955  0.967111  0.000000  0.012934     False
  HMB2908_HMB494  HMB2908   HMB494   AV  0.853072  0.798636  51.0  0.853072  0.142856  0.000000  0.004073     False
  HMB3029_HMB482  HMB3029   HMB482   AV  1.000000  0.777913  52.0  1.000000  0.000000  0.000000  0.000000     False
  HMB3069_HMB500  HMB3069   HMB500   AV  1.000000  0.764214  62.0  1.000000  0.000000  0.000000  0.000000     False
  HMB2185_HMB508  HMB2185   HMB508  PHS  0.999984  0.989980  33.0  0.000016  0.000000  0.000000  0.999984     False
  HMB3029_HMB520  HMB3029   HMB520   AV  1.000000  0.794784  44.0  1.000000  0.000000  0.000000  0.000000     False
   HMB536_HMB545   HMB536   HMB545   GP  0.999629  0.818112  28.0  0.000371  0.999629  0.000000  0.000000     False
  HMB2906_HMB543  HMB2906   HMB543  MHS  0.951284  0.947097  53.0  0.048114  0.000602  0.951284  0.000000     False
  HMB3029_HMB533  HMB3029   HMB533   AV  1.000000  0.747260  49.0  1.000000  0.000000  0.000000  0.000000     False
  HMB3029_HMB545  HMB3029   HMB545   GP  0.836724  0.848683  34.0  0.000985  0.836724  0.000000  0.162291     False
  HMB2253_HMB614  HMB2253   HMB614  PHS  0.812219  0.911746  41.0  0.005215  0.182565  0.000000  0.812219     False
  HMB2267_HMB620  HMB2267   HMB620   AV  0.928508  0.847396  50.0  0.928508  0.000000  0.000000  0.071492     False
  HMB2267_HMB622   HMB622  HMB2267   AV  0.999738  0.786046  60.0  0.999738  0.000000  0.000000  0.000262      True
  HMB2302_HMB612   HMB612  HMB2302  PHS  0.939391  0.980978  34.0  0.000028  0.060582  0.000000  0.939391     False
  HMB3012_HMB610   HMB610  HMB3012   GP  0.848347  0.850190  40.0  0.013220  0.848347  0.000000  0.138433     False
  HMB3014_HMB610  HMB3014   HMB610  MHS  0.894859  0.940216  57.0  0.105141  0.000000  0.894859  0.000000     False
  HMB3015_HMB610  HMB3015   HMB610  MHS  0.967642  0.960873  54.0  0.032358  0.000000  0.967642  0.000000     False
  HMB5278_HMB620  HMB5278   HMB620  PHS  0.793186  0.876347  45.0  0.206814  0.000000  0.000000  0.793186     False
  HMB5278_HMB622  HMB5278   HMB622  PHS  0.876406  0.878891  44.0  0.123594  0.000000  0.000000  0.876406     False
  HMB1034_HMB646  HMB1034   HMB646  PHS  0.987297  0.980471  50.0  0.012703  0.000000  0.000000  0.987297     False
   HMB666_HMB898   HMB666   HMB898  PHS  0.871385  0.999472  43.0  0.000301  0.000000  0.128314  0.871385     False
   HMB678_HMB937   HMB937   HMB678  PHS  0.985337  0.922286  44.0  0.014663  0.000000  0.000000  0.985337     False
   HMB678_HMB941   HMB941   HMB678  PHS  0.968197  0.970505  51.0  0.031803  0.000000  0.000000  0.968197     False
  HMB2150_HMB684  HMB2150   HMB684  PHS  0.998904  0.950315  41.0  0.001096  0.000000  0.000000  0.998904     False
  HMB3083_HMB678  HMB3083   HMB678  PHS  0.849820  0.973850  55.0  0.150180  0.000000  0.000000  0.849820     False
  HMB2239_HMB736   HMB736  HMB2239   GP  0.836343  0.854511  37.0  0.002934  0.836343  0.000000  0.160722     False
  HMB3012_HMB718   HMB718  HMB3012   AV  0.944109  0.804545  53.0  0.944109  0.053039  0.000000  0.002852     False
  HMB3013_HMB718  HMB3013   HMB718  PHS  0.998529  0.991309  46.0  0.001471  0.000000  0.000000  0.998529     False
  HMB3126_HMB718  HMB3126   HMB718  PHS  0.999872  0.987407  39.0  0.000128  0.000000  0.000000  0.999872     False
  HMB2981_HMB750   HMB750  HMB2981  PHS  0.999027  0.982117  44.0  0.000973  0.000000  0.000000  0.999027     False
  HMB2212_HMB773  HMB2212   HMB773  PHS  0.998437  0.999491  47.0  0.001563  0.000000  0.000000  0.998437     False
  HMB2294_HMB770  HMB2294   HMB770  MHS  0.871823  0.963150  60.0  0.097514  0.000000  0.871823  0.030663     False
  HMB2916_HMB773  HMB2916   HMB773   AV  0.999859  0.743571  57.0  0.999859  0.000000  0.000000  0.000141     False
   HMB789_HMB964   HMB964   HMB789  PHS  0.999621  0.918177  35.0  0.000379  0.000000  0.000000  0.999621     False
  HMB1078_HMB834  HMB1078   HMB834  PHS  0.945606  0.932145  48.0  0.054394  0.000000  0.000000  0.945606     False
  HMB5058_HMB794   HMB794  HMB5058  MHS  0.974512  0.979470  56.0  0.025488  0.000000  0.974512  0.000000     False
  HMB5085_HMB794  HMB5085   HMB794  MHS  0.857107  0.941379  55.0  0.070273  0.000000  0.857107  0.072620     False
  HMB5085_HMB797  HMB5085   HMB797  PHS  0.990720  0.968600  48.0  0.009280  0.000000  0.000000  0.990720     False
   HMB835_HMB855   HMB855   HMB835   GP  0.651408  0.692481  43.0  0.348592  0.651408  0.000000  0.000000     False
  HMB3071_HMB842   HMB842  HMB3071  PHS  0.999791  0.983361  40.0  0.000209  0.000000  0.000000  0.999791     False
  HMB1074_HMB865  HMB1074   HMB865   AV  1.000000  0.879935  46.0  1.000000  0.000000  0.000000  0.000000     False
  HMB1074_HMB866  HMB1074   HMB866  PHS  0.996547  0.971429  46.0  0.003453  0.000000  0.000000  0.996547     False
  HMB1075_HMB865  HMB1075   HMB865   AV  1.000000  0.945050  51.0  1.000000  0.000000  0.000000  0.000000     False
  HMB2198_HMB871  HMB2198   HMB871  PHS  0.999807  0.985588  40.0  0.000193  0.000000  0.000000  0.999807     False
  HMB2201_HMB871  HMB2201   HMB871  PHS  0.999944  0.991713  37.0  0.000056  0.000000  0.000000  0.999944     False
  HMB2228_HMB857   HMB857  HMB2228  PHS  0.999933  0.965579  35.0  0.000067  0.000000  0.000000  0.999933     False
  HMB2232_HMB871  HMB2232   HMB871  PHS  0.991011  0.932303  44.0  0.008989  0.000000  0.000000  0.991011     False
  HMB3012_HMB866   HMB866  HMB3012   GP  0.981902  0.682724  27.0  0.010863  0.981902  0.000000  0.007235     False
  HMB3017_HMB865  HMB3017   HMB865   AV  1.000000  0.795535  56.0  1.000000  0.000000  0.000000  0.000000     False
  HMB3032_HMB871   HMB871  HMB3032  PHS  0.999913  0.978206  37.0  0.000087  0.000000  0.000000  0.999913     False
  HMB3102_HMB871  HMB3102   HMB871  PHS  0.960445  0.893254  43.0  0.039555  0.000000  0.000000  0.960445     False
  HMB3123_HMB865  HMB3123   HMB865   AV  1.000000  0.800752  51.0  1.000000  0.000000  0.000000  0.000000     False
   HMB934_HMB937   HMB937   HMB934  MHS  0.967954  0.966036  55.0  0.032046  0.000000  0.967954  0.000000     False
   HMB937_HMB941   HMB941   HMB937  PHS  0.996500  0.905765  39.0  0.003500  0.000000  0.000000  0.996500     False
  HMB2175_HMB937  HMB2175   HMB937   AV  1.000000  0.981297  38.0  1.000000  0.000000  0.000000  0.000000     False
  HMB2906_HMB911  HMB2906   HMB911  MHS  0.885431  0.942927  58.0  0.114569  0.000000  0.885431  0.000000     False
  HMB2906_HMB914  HMB2906   HMB914  MHS  0.986598  0.985786  54.0  0.013402  0.000000  0.986598  0.000000     False
  HMB3083_HMB937  HMB3083   HMB937  PHS  0.999548  0.992086  43.0  0.000452  0.000000  0.000000  0.999548     False
  HMB3069_HMB984   HMB984  HMB3069  PHS  0.999921  0.991581  38.0  0.000079  0.000000  0.000000  0.999921     False
 HMB1022_HMB1069  HMB1022  HMB1069   AV  1.000000  0.981748  38.0  1.000000  0.000000  0.000000  0.000000      True
 HMB1020_HMB2227  HMB2227  HMB1020  PHS  0.999967  0.998475  36.0  0.000033  0.000000  0.000000  0.999967     False
 HMB1020_HMB5085  HMB1020  HMB5085   AV  0.994300  0.777231  48.0  0.994300  0.000000  0.000000  0.005700     False
 HMB1043_HMB1045  HMB1045  HMB1043  MHS  0.990301  0.975784  49.0  0.009699  0.000000  0.990301  0.000000     False
 HMB1043_HMB2954  HMB2954  HMB1043  MHS  0.957586  0.950273  53.0  0.042414  0.000000  0.957586  0.000000     False
 HMB1069_HMB1074  HMB1074  HMB1069   AV  1.000000  0.822068  48.0  1.000000  0.000000  0.000000  0.000000     False
 HMB1070_HMB1074  HMB1074  HMB1070   AV  1.000000  0.871136  46.0  1.000000  0.000000  0.000000  0.000000     False
 HMB1069_HMB1075  HMB1075  HMB1069   AV  1.000000  0.891949  58.0  1.000000  0.000000  0.000000  0.000000     False
 HMB1070_HMB1075  HMB1075  HMB1070   AV  1.000000  0.896117  53.0  1.000000  0.000000  0.000000  0.000000     False
 HMB1074_HMB1075  HMB1075  HMB1074  MHS  0.864541  0.948492  55.0  0.054121  0.000000  0.864541  0.081338     False
 HMB1047_HMB2802  HMB2802  HMB1047   AV  1.000000  0.968100  39.0  1.000000  0.000000  0.000000  0.000000      True
 HMB1045_HMB2954  HMB2954  HMB1045  MHS  0.970155  0.968131  55.0  0.029845  0.000000  0.970155  0.000000     False
 HMB1074_HMB3012  HMB1074  HMB3012   GP  0.978887  0.712891  30.0  0.011739  0.978887  0.000000  0.009374     False
 HMB1069_HMB3017  HMB3017  HMB1069   AV  1.000000  0.754403  55.0  1.000000  0.000000  0.000000  0.000000     False
 HMB1070_HMB3017  HMB3017  HMB1070   AV  1.000000  0.798908  59.0  1.000000  0.000000  0.000000  0.000000     False
 HMB1062_HMB3054  HMB3054  HMB1062  MHS  0.966577  0.964802  55.0  0.033423  0.000000  0.966577  0.000000     False
 HMB1069_HMB3123  HMB3123  HMB1069   AV  1.000000  0.795357  50.0  1.000000  0.000000  0.000000  0.000000     False
 HMB1070_HMB3123  HMB3123  HMB1070   AV  1.000000  0.788492  53.0  1.000000  0.000000  0.000000  0.000000     False
 HMB1047_HMB5183  HMB5183  HMB1047  PHS  0.999967  0.977335  34.0  0.000033  0.000000  0.000000  0.999967     False
 HMB1174_HMB2285  HMB2285  HMB1174  PHS  0.999524  0.980829  42.0  0.000476  0.000000  0.000000  0.999524     False
 HMB1079_HMB2916  HMB2916  HMB1079   GP  0.986211  0.751662  34.0  0.013789  0.986211  0.000000  0.000000     False
 HMB2150_HMB2253  HMB2253  HMB2150  PHS  0.894779  0.927440  49.0  0.105221  0.000000  0.000000  0.894779     False
 HMB2099_HMB2290  HMB2290  HMB2099   AV  1.000000  0.955353  42.0  1.000000  0.000000  0.000000  0.000000     False
 HMB2099_HMB2903  HMB2099  HMB2903   AV  1.000000  0.971935  41.0  1.000000  0.000000  0.000000  0.000000      True
 HMB2156_HMB3100  HMB2156  HMB3100  PHS  0.999956  0.978684  35.0  0.000044  0.000000  0.000000  0.999956     False
 HMB2152_HMB5278  HMB5278  HMB2152  MHS  0.573514  0.998050  50.0  0.002413  0.000000  0.573514  0.424073     False
 HMB2183_HMB3055  HMB3055  HMB2183   AV  1.000000  0.988504  36.0  1.000000  0.000000  0.000000  0.000000      True
 HMB2198_HMB2201  HMB2198  HMB2201  PHS  0.999463  0.977642  42.0  0.000537  0.000000  0.000000  0.999463     False
 HMB2198_HMB2232  HMB2198  HMB2232  PHS  0.999975  0.986797  34.0  0.000025  0.000000  0.000000  0.999975     False
 HMB2198_HMB3032  HMB2198  HMB3032  PHS  0.985485  0.950011  47.0  0.014515  0.000000  0.000000  0.985485     False
 HMB2198_HMB3102  HMB2198  HMB3102  PHS  0.999917  0.948971  34.0  0.000083  0.000000  0.000000  0.999917     False
 HMB2201_HMB2232  HMB2201  HMB2232  PHS  0.999828  0.968613  38.0  0.000172  0.000000  0.000000  0.999828     False
 HMB2201_HMB3032  HMB2201  HMB3032  PHS  0.999697  0.963075  39.0  0.000303  0.000000  0.000000  0.999697     False
 HMB2201_HMB3102  HMB2201  HMB3102  PHS  0.995579  0.910127  40.0  0.004421  0.000000  0.000000  0.995579     False
 HMB2226_HMB3023  HMB2226  HMB3023  PHS  0.999854  0.963083  37.0  0.000146  0.000000  0.000000  0.999854     False
 HMB2232_HMB3032  HMB2232  HMB3032  PHS  0.998316  0.988056  46.0  0.001684  0.000000  0.000000  0.998316     False
 HMB2232_HMB3102  HMB3102  HMB2232  PHS  0.920169  0.915598  43.0  0.012105  0.000000  0.067726  0.920169     False
 HMB2227_HMB5085  HMB2227  HMB5085   AV  0.981623  0.828053  51.0  0.981623  0.000000  0.000000  0.018377     False
 HMB2239_HMB3065  HMB3065  HMB2239   AV  0.520757  0.773592  48.0  0.520757  0.476715  0.000000  0.002528     False
 HMB2258_HMB2263  HMB2263  HMB2258  MHS  0.757582  0.959092  52.0  0.020647  0.000000  0.757582  0.221771     False
 HMB2263_HMB2298  HMB2298  HMB2263  PHS  0.999655  0.979523  41.0  0.000345  0.000000  0.000000  0.999655     False
 HMB2258_HMB2960  HMB2960  HMB2258  PHS  0.824878  0.956212  45.0  0.003729  0.000000  0.171393  0.824878     False
 HMB2263_HMB3010  HMB2263  HMB3010  PHS  0.996447  0.965843  34.0  0.000047  0.000000  0.003506  0.996447     False
 HMB2263_HMB3045  HMB2263  HMB3045  PHS  0.999712  0.964432  39.0  0.000288  0.000000  0.000000  0.999712     False
 HMB2263_HMB5141  HMB5141  HMB2263  PHS  0.999742  0.987516  41.0  0.000258  0.000000  0.000000  0.999742     False
 HMB2282_HMB2962  HMB2962  HMB2282  PHS  0.999661  0.970041  40.0  0.000339  0.000000  0.000000  0.999661     False
 HMB2289_HMB2959  HMB2289  HMB2959   AV  0.676690  0.854587  49.0  0.676690  0.202813  0.000000  0.120496     False
 HMB2303_HMB2995  HMB2995  HMB2303   GP  0.949296  0.807787  40.0  0.024481  0.949296  0.000000  0.026223     False
 HMB2298_HMB3010  HMB2298  HMB3010  PHS  0.890757  0.998676  30.0  0.000004  0.109239  0.000000  0.890757     False
 HMB2300_HMB3012  HMB2300  HMB3012  MHS  0.682857  0.967894  51.0  0.011443  0.000000  0.682857  0.305700     False
 HMB2976_HMB3018  HMB2976  HMB3018   AV  1.000000  0.831392  53.0  1.000000  0.000000  0.000000  0.000000     False
 HMB2998_HMB3018  HMB2998  HMB3018   GP  0.568144  0.805992  47.0  0.431856  0.568144  0.000000  0.000000     False
 HMB3000_HMB3001  HMB3001  HMB3000  PHS  0.993668  0.972394  45.0  0.002173  0.004158  0.000000  0.993668     False
 HMB3012_HMB3013  HMB3013  HMB3012   AV  0.957478  0.751429  57.0  0.957478  0.042352  0.000000  0.000170     False
 HMB3012_HMB3014  HMB3014  HMB3012   GP  0.932991  0.758847  40.0  0.067009  0.932991  0.000000  0.000000     False
 HMB3012_HMB3015  HMB3015  HMB3012   GP  0.881977  0.720225  39.0  0.118023  0.881977  0.000000  0.000000     False
 HMB3012_HMB3029  HMB3029  HMB3012   GP  0.876596  0.843669  36.0  0.002422  0.876596  0.000000  0.120982     False
 HMB3010_HMB3045  HMB3045  HMB3010  PHS  0.999886  0.980664  38.0  0.000114  0.000000  0.000000  0.999886     False
 HMB3012_HMB3126  HMB3126  HMB3012   AV  0.971070  0.777916  56.0  0.971070  0.028447  0.000000  0.000482     False
 HMB3013_HMB3126  HMB3013  HMB3126  PHS  0.999904  0.996135  39.0  0.000096  0.000000  0.000000  0.999904     False
 HMB3010_HMB5141  HMB5141  HMB3010  PHS  0.999908  0.956033  35.0  0.000092  0.000000  0.000000  0.999908     False
 HMB3023_HMB3035  HMB3035  HMB3023  PHS  0.999918  0.990589  38.0  0.000082  0.000000  0.000000  0.999918     False
 HMB3017_HMB3123  HMB3017  HMB3123  MHS  0.821512  0.931981  59.0  0.178488  0.000000  0.821512  0.000000     False
 HMB3032_HMB3102  HMB3102  HMB3032  PHS  0.998368  0.941111  41.0  0.001632  0.000000  0.000000  0.998368     False
 HMB5058_HMB5085  HMB5085  HMB5058  MHS  0.913513  0.930921  52.0  0.086487  0.000000  0.913513  0.000000     False
 HMB5238_HMB5239  HMB5239  HMB5238  MHS  0.896254  0.953605  59.0  0.103746  0.000000  0.896254  0.000000     False
  HMB001_HMB1042  HMB1042   HMB001   GP  0.875641  0.821171  31.0  0.000757  0.875641  0.000026  0.123576     False
   HMB028_HMB843   HMB843   HMB028  PHS  0.999331  0.972030  42.0  0.000669  0.000000  0.000000  0.999331     False
   HMB040_HMB148   HMB040   HMB148   AV  0.939770  0.780710  55.0  0.939770  0.037787  0.021790  0.000654     False
   HMB044_HMB106   HMB044   HMB106   AV  0.930193  0.781048  59.0  0.930193  0.008042  0.061505  0.000260     False
   HMB044_HMB109   HMB044   HMB109   AV  0.935259  0.799096  56.0  0.935259  0.015391  0.048413  0.000937     False
  HMB047_HMB3012   HMB047  HMB3012  PHS  0.720676  0.994553  46.0  0.000930  0.000000  0.278394  0.720676     False
   HMB053_HMB132   HMB132   HMB053   GP  0.817952  0.849709  33.0  0.000661  0.817952  0.000106  0.181281     False
  HMB053_HMB2156  HMB2156   HMB053   AV  0.595828  0.869986  53.0  0.595828  0.013426  0.353082  0.037665     False
  HMB053_HMB2302   HMB053  HMB2302  PHS  0.888586  0.929663  42.0  0.003763  0.063855  0.043797  0.888586     False
  HMB070_HMB2188  HMB2188   HMB070   GP  0.544219  0.899889  26.0  0.000012  0.544219  0.000000  0.455769     False
  HMB082_HMB1042  HMB1042   HMB082   GP  0.753542  0.769790  45.0  0.242302  0.753542  0.000782  0.003373     False
   HMB102_HMB871   HMB871   HMB102  PHS  0.999765  0.990178  41.0  0.000235  0.000000  0.000000  0.999765     False
  HMB109_HMB3088  HMB3088   HMB109   GP  0.852150  0.746749  42.0  0.145342  0.852150  0.000129  0.002379     False
   HMB148_HMB995   HMB995   HMB148   GP  0.939224  0.684122  33.0  0.058460  0.939224  0.000000  0.002316     False
  HMB1034_HMB148  HMB1034   HMB148   GP  0.629001  0.735807  46.0  0.370284  0.629001  0.000000  0.000715     False
  HMB148_HMB3118  HMB3118   HMB148   GP  0.504491  0.888550  39.0  0.004006  0.504491  0.000000  0.491503     False
  HMB179_HMB2228  HMB2228   HMB179  MHS  0.757638  0.959029  52.0  0.020703  0.000000  0.757638  0.221659     False
  HMB1170_HMB360   HMB360  HMB1170  PHS  0.635363  0.900771  39.0  0.002837  0.354719  0.007081  0.635363     False
  HMB2914_HMB494   HMB494  HMB2914  MHS  0.842511  0.983105  55.0  0.015571  0.000043  0.842511  0.141876     False
   HMB686_HMB816   HMB686   HMB816   GP  0.675011  0.812297  46.0  0.301440  0.675011  0.000000  0.023550     False
 HMB3088_HMB678b  HMB3088  HMB678b   AV  0.997585  0.826450  60.0  0.997585  0.001512  0.000000  0.000904     False
  HMB3047_HMB735   HMB735  HMB3047  PHS  0.997594  0.998000  47.0  0.001660  0.000746  0.000000  0.997594     False
  HMB2257_HMB872  HMB2257   HMB872  PHS  0.977039  0.991918  36.0  0.000039  0.022922  0.000000  0.977039     False
  HMB2906_HMB901   HMB901  HMB2906  MHS  0.953698  0.975131  58.0  0.046282  0.000019  0.953698  0.000000     False
 HMB1042_HMB1043  HMB1042  HMB1043  MHS  0.892991  0.983030  59.0  0.044562  0.000009  0.892991  0.062438     False
 HMB1042_HMB1045  HMB1042  HMB1045  MHS  0.941865  0.994942  61.0  0.058132  0.000003  0.941865  0.000000     False
 HMB1042_HMB2954  HMB2954  HMB1042  MHS  0.843674  0.982354  64.0  0.156325  0.000001  0.843674  0.000000     False
 HMB2226_HMB3035  HMB3035  HMB2226  PHS  0.999935  0.987246  37.0  0.000065  0.000000  0.000000  0.999935     False
 HMB2257_HMB2258  HMB2257  HMB2258  MHS  0.890870  0.982235  60.0  0.059178  0.000007  0.890870  0.049945     False
 HMB2257_HMB2263  HMB2257  HMB2263  MHS  0.676010  0.973189  51.0  0.009042  0.000351  0.676010  0.314597     False
 HMB2913_HMB5237  HMB2913  HMB5237  PHS  0.924530  0.962067  52.0  0.073866  0.001604  0.000000  0.924530     False
 HMB2913_HMB5238  HMB2913  HMB5238  PHS  0.716408  0.976373  57.0  0.283592  0.000000  0.000000  0.716408     False
 HMB3047_HMB3086  HMB3047  HMB3086  PHS  0.999907  0.986701  38.0  0.000093  0.000000  0.000000  0.999907     False
 HMB5237_HMB5239  HMB5237  HMB5239  MHS  0.994530  0.993031  50.0  0.005131  0.000338  0.994530  0.000000     False
