               PAIR_ID        IID1        H1        IID2        H2       HSR   N
   SampleAU9_SampleAZ0   SampleAU9  0.767774   SampleAZ0  0.741627  0.965944  17
   SampleAU9_SampleAZ1   SampleAU9  0.861321   SampleAZ1  0.741606  0.861009  20
   SampleAU9_SampleAZ2   SampleAU9  0.953447   SampleAZ2  0.815433  0.855248  14
   SampleAU9_SampleAZ3   SampleAU9  0.860787   SampleAZ3  0.741370  0.861270  18
  SampleAU10_SampleAY8  SampleAU10  0.735957   SampleAY8  0.723609  0.983221  20
  SampleAU10_SampleAY9  SampleAU10  0.742226   SampleAY9  0.715765  0.964350  16
 SampleAU10_SampleAY10  SampleAU10  0.658787  SampleAY10  0.787792  0.836244  17
  SampleAU10_SampleAZ0  SampleAU10  0.757083   SampleAZ0  0.739012  0.976131  23
  SampleAU10_SampleAZ1  SampleAU10  0.903167   SampleAZ1  0.689080  0.762960  15
  SampleAU10_SampleAZ2  SampleAU10  0.788213   SampleAZ2  0.767244  0.973396  15
   SampleAV0_SampleAY8   SampleAV0  0.683008   SampleAY8  0.678090  0.992799  26
   SampleAV0_SampleAY9   SampleAV0  0.847206   SampleAY9  0.806525  0.951982  17
  SampleAV0_SampleAY10   SampleAV0  0.842915  SampleAY10  0.744411  0.883139  26
   SampleAV0_SampleAZ0   SampleAV0  0.781736   SampleAZ0  0.750229  0.959695  22
   SampleAV0_SampleAZ1   SampleAV0  0.726651   SampleAZ1  0.807486  0.899893  32
   SampleAV0_SampleAZ2   SampleAV0  0.768031   SampleAZ2  0.679535  0.884775  17
   SampleAV0_SampleAZ3   SampleAV0  0.717480   SampleAZ3  0.781965  0.917535  19
   SampleAU4_SampleAZ5   SampleAU4  0.793949   SampleAZ5  0.732250  0.922290  21
   SampleAU4_SampleAZ6   SampleAU4  0.765648   SampleAZ6  0.779238  0.982560  22
   SampleAU4_SampleAZ7   SampleAU4  0.787642   SampleAZ7  0.765501  0.971889  18
   SampleAU4_SampleAZ8   SampleAU4  0.764927   SampleAZ8  0.807202  0.947628  21
   SampleAU4_SampleAZ9   SampleAU4  0.733217   SampleAZ9  0.792996  0.924616  18
  SampleAU4_SampleAZ10   SampleAU4  0.821023  SampleAZ10  0.824413  0.995887  19
   SampleAU5_SampleAZ5   SampleAU5  0.703179   SampleAZ5  0.804238  0.874342  20
   SampleAU5_SampleAZ6   SampleAU5  0.885704   SampleAZ6  0.767156  0.866153  17
   SampleAU5_SampleAZ7   SampleAU5  0.742795   SampleAZ7  0.789536  0.940799  16
   SampleAU5_SampleAZ8   SampleAU5  0.891941   SampleAZ8  0.867751  0.972879  20
   SampleAU5_SampleAZ9   SampleAU5  0.826070   SampleAZ9  0.844069  0.978676  16
  SampleAU5_SampleAZ10   SampleAU5  0.832536  SampleAZ10  0.707575  0.849903  18
   SampleAU6_SampleAZ5   SampleAU6  0.836352   SampleAZ5  0.816117  0.975806  17
   SampleAU6_SampleAZ6   SampleAU6  0.838288   SampleAZ6  0.904674  0.926618  17
   SampleAU6_SampleAZ7   SampleAU6  0.719040   SampleAZ7  0.788949  0.911390  24
   SampleAU6_SampleAZ8   SampleAU6  0.660210   SampleAZ8  0.723685  0.912289  20
   SampleAU6_SampleAZ9   SampleAU6  0.692693   SampleAZ9  0.793113  0.873386  21
  SampleAU6_SampleAZ10   SampleAU6  0.770931  SampleAZ10  0.831429  0.927236  19
   SampleAU7_SampleAZ5   SampleAU7  0.752773   SampleAZ5  0.760713  0.989561  19
   SampleAU7_SampleAZ6   SampleAU7  0.785144   SampleAZ6  0.811129  0.967964  19
   SampleAU7_SampleAZ7   SampleAU7  0.932759   SampleAZ7  0.932759  1.000000  12
   SampleAU7_SampleAZ8   SampleAU7  0.947184   SampleAZ8  0.947184  1.000000  11
   SampleAU7_SampleAZ9   SampleAU7  0.848140   SampleAZ9  0.770976  0.909020  18
  SampleAU7_SampleAZ10   SampleAU7  0.851529  SampleAZ10  0.907165  0.938670  14
   SampleAU8_SampleAZ5   SampleAU8  0.782722   SampleAZ5  0.776840  0.992485  22
   SampleAU8_SampleAZ6   SampleAU8  0.832425   SampleAZ6  0.949547  0.876655  15
   SampleAU8_SampleAZ7   SampleAU8  1.000000   SampleAZ7  1.000000  1.000000   9
   SampleAU8_SampleAZ8   SampleAU8  0.860750   SampleAZ8  0.896075  0.960579  14
   SampleAU8_SampleAZ9   SampleAU8  0.837345   SampleAZ9  0.832730  0.994489  17
  SampleAU8_SampleAZ10   SampleAU8  0.858512  SampleAZ10  0.941405  0.911947  12
   SampleAU9_SampleAZ5   SampleAU9  0.796955   SampleAZ5  0.720036  0.903484  18
   SampleAU9_SampleAZ6   SampleAU9  0.729414   SampleAZ6  0.832123  0.876571  25
   SampleAU9_SampleAZ7   SampleAU9  0.887733   SampleAZ7  0.808687  0.910957  18
   SampleAU9_SampleAZ8   SampleAU9  0.768792   SampleAZ8  0.749575  0.975005  20
   SampleAU9_SampleAZ9   SampleAU9  1.000000   SampleAZ9  0.857856  0.857856  11
  SampleAU9_SampleAZ10   SampleAU9  0.830099  SampleAZ10  0.763488  0.919756  25
  SampleAU10_SampleAZ5  SampleAU10  0.699598   SampleAZ5  0.769060  0.909679  21
  SampleAU10_SampleAZ6  SampleAU10  0.887408   SampleAZ6  0.874979  0.985994  14
  SampleAU10_SampleAZ7  SampleAU10  0.828506   SampleAZ7  0.858021  0.965601  18
  SampleAU10_SampleAZ8  SampleAU10  0.810001   SampleAZ8  0.836978  0.967769  16
  SampleAU10_SampleAZ9  SampleAU10  0.847843   SampleAZ9  0.720127  0.849363  18
 SampleAU10_SampleAZ10  SampleAU10  0.810157  SampleAZ10  0.833319  0.972205  16
   SampleAV0_SampleAZ5   SampleAV0  0.817328   SampleAZ5  0.645372  0.789612  22
   SampleAV0_SampleAZ6   SampleAV0  0.865255   SampleAZ6  0.756994  0.874879  19
   SampleAV0_SampleAZ7   SampleAV0  0.737370   SampleAZ7  0.829775  0.888638  25
   SampleAV0_SampleAZ8   SampleAV0  0.691702   SampleAZ8  0.676007  0.977310  29
   SampleAV0_SampleAZ9   SampleAV0  0.860942   SampleAZ9  0.895688  0.961207  15
  SampleAV0_SampleAZ10   SampleAV0  0.672696  SampleAZ10  0.622040  0.924697  24
   SampleAV1_SampleAV2   SampleAV1  0.714422   SampleAV2  0.731181  0.977079  26
   SampleAV1_SampleAV3   SampleAV1  0.807343   SampleAV3  0.866986  0.931206  17
   SampleAV1_SampleAV4   SampleAV1  0.759470   SampleAV4  0.798794  0.950771  30
   SampleAV1_SampleAV5   SampleAV1  0.771319   SampleAV5  0.775816  0.994204  25
   SampleAV1_SampleAV6   SampleAV1  0.855636   SampleAV6  0.778429  0.909766  16
   SampleAV1_SampleAV7   SampleAV1  0.726959   SampleAV7  0.980094  0.741724  49
   SampleAV1_SampleAV8   SampleAV1  0.734884   SampleAV8  0.982788  0.747755  49
   SampleAV2_SampleAV3   SampleAV2  0.741771   SampleAV3  0.791016  0.937745  24
   SampleAV2_SampleAV4   SampleAV2  0.771055   SampleAV4  0.979643  0.787078  43
   SampleAV2_SampleAV5   SampleAV2  0.646298   SampleAV5  0.933934  0.692017  47
   SampleAV2_SampleAV6   SampleAV2  0.768312   SampleAV6  0.846694  0.907426  20
   SampleAV2_SampleAV7   SampleAV2  0.659471   SampleAV7  0.986206  0.668695  49
   SampleAV2_SampleAV8   SampleAV2  0.651064   SampleAV8  0.978432  0.665416  48
   SampleAV3_SampleAV4   SampleAV3  0.767262   SampleAV4  0.793591  0.966823  31
   SampleAV3_SampleAV5   SampleAV3  0.675473   SampleAV5  0.722163  0.935347  27
   SampleAV3_SampleAV6   SampleAV3  0.795466   SampleAV6  0.659977  0.829674  20
   SampleAV3_SampleAV7   SampleAV3  0.917441   SampleAV7  0.795730  0.867337  18
   SampleAV3_SampleAV8   SampleAV3  0.806490   SampleAV8  0.753096  0.933794  20
   SampleAV4_SampleAV5   SampleAV4  0.616742   SampleAV5  0.597436  0.968697  47
   SampleAV4_SampleAV6   SampleAV4  0.714357   SampleAV6  0.702121  0.982871  28
   SampleAV4_SampleAV7   SampleAV4  0.923306   SampleAV7  0.941419  0.980760  43
   SampleAV4_SampleAV8   SampleAV4  0.931271   SampleAV8  0.948144  0.982204  41
   SampleAV5_SampleAV6   SampleAV5  0.726498   SampleAV6  0.668600  0.920305  20
   SampleAV5_SampleAV7   SampleAV5  0.890443   SampleAV7  0.944667  0.942601  48
   SampleAV5_SampleAV8   SampleAV5  0.901326   SampleAV8  0.944830  0.953956  47
   SampleAV6_SampleAV7   SampleAV6  0.789529   SampleAV7  0.778812  0.986426  17
   SampleAV6_SampleAV8   SampleAV6  0.725101   SampleAV8  0.940038  0.771353  16
   SampleAV7_SampleAV8   SampleAV7  0.667455   SampleAV8  0.670364  0.995660  41
   SampleAV1_SampleAV9   SampleAV1  0.798531   SampleAV9  0.814194  0.980763  21
  SampleAV1_SampleAV10   SampleAV1  0.739465  SampleAV10  0.933403  0.792226  43
   SampleAV1_SampleAW0   SampleAV1  0.965498   SampleAW0  0.799901  0.828485  21
   SampleAV1_SampleAW1   SampleAV1  0.902762   SampleAW1  0.905890  0.996548  25
   SampleAV1_SampleAW2   SampleAV1  0.737741   SampleAW2  0.857598  0.860242  20
   SampleAV1_SampleAW4   SampleAV1  0.906218   SampleAW4  0.815525  0.899922  19
   SampleAV1_SampleAW5   SampleAV1  0.836301   SampleAW5  0.808590  0.966865  26
   SampleAV2_SampleAV9   SampleAV2  0.775564   SampleAV9  0.851921  0.910371  33
  SampleAV10_SampleAV2  SampleAV10  0.970127   SampleAV2  0.744943  0.767882  38
   SampleAV2_SampleAW1   SampleAV2  0.795215   SampleAW1  0.755888  0.950545  24
   SampleAV2_SampleAW2   SampleAV2  0.913192   SampleAW2  0.695743  0.761880  18
   SampleAV2_SampleAW3   SampleAV2  0.793652   SampleAW3  0.792358  0.998370  19
   SampleAV2_SampleAW4   SampleAV2  0.887718   SampleAW4  0.846472  0.953537  12
   SampleAV2_SampleAW5   SampleAV2  0.902494   SampleAW5  0.905283  0.996919  16
   SampleAV3_SampleAV9   SampleAV3  0.629542   SampleAV9  0.927822  0.678516  53
  SampleAV10_SampleAV3  SampleAV10  0.799259   SampleAV3  0.838642  0.953039  22
   SampleAV3_SampleAW0   SampleAV3  0.775089   SampleAW0  0.925618  0.837374  17
   SampleAV3_SampleAW1   SampleAV3  0.803170   SampleAW1  0.726422  0.904444  23
   SampleAV3_SampleAW2   SampleAV3  0.778397   SampleAW2  0.812897  0.957560  18
   SampleAV3_SampleAW3   SampleAV3  0.650634   SampleAW3  0.827112  0.786633  18
   SampleAV3_SampleAW4   SampleAV3  0.794577   SampleAW4  0.916387  0.867076  18
   SampleAV4_SampleAV9   SampleAV4  0.755950   SampleAV9  0.911717  0.829150  44
  SampleAV10_SampleAV4  SampleAV10  0.833639   SampleAV4  0.853163  0.977116  37
   SampleAV4_SampleAW1   SampleAV4  0.758830   SampleAW1  0.814965  0.931120  21
   SampleAV4_SampleAW2   SampleAV4  0.731628   SampleAW2  0.759521  0.963276  27
   SampleAV4_SampleAW3   SampleAV4  0.631256   SampleAW3  0.755009  0.836090  25
   SampleAV4_SampleAW4   SampleAV4  0.848593   SampleAW4  0.764838  0.901302  20
   SampleAV4_SampleAW5   SampleAV4  0.830459   SampleAW5  0.821032  0.988649  21
   SampleAV5_SampleAV9   SampleAV5  0.729797   SampleAV9  0.874768  0.834275  47
  SampleAV10_SampleAV5  SampleAV10  0.926374   SampleAV5  0.867357  0.936292  28
   SampleAV5_SampleAW0   SampleAV5  0.876447   SampleAW0  0.823888  0.940032  18
   SampleAV5_SampleAW1   SampleAV5  0.787947   SampleAW1  0.865643  0.910245  17
   SampleAV5_SampleAW2   SampleAV5  0.743446   SampleAW2  0.798785  0.930722  18
   SampleAV5_SampleAW3   SampleAV5  0.629242   SampleAW3  0.829161  0.758890  21
   SampleAV5_SampleAW4   SampleAV5  0.829852   SampleAW4  0.676543  0.815257  19
   SampleAV5_SampleAW5   SampleAV5  0.824175   SampleAW5  0.717900  0.871053  16
   SampleAV6_SampleAV9   SampleAV6  0.857719   SampleAV9  0.761880  0.888263  20
  SampleAV10_SampleAV6  SampleAV10  0.951204   SampleAV6  0.712527  0.749079  49
   SampleAV6_SampleAW0   SampleAV6  0.698235   SampleAW0  0.835132  0.836078  24
   SampleAV6_SampleAW1   SampleAV6  0.675623   SampleAW1  0.660553  0.977696  19
   SampleAV6_SampleAW2   SampleAV6  0.726366   SampleAW2  0.811975  0.894566  22
   SampleAV6_SampleAW3   SampleAV6  0.883689   SampleAW3  0.905333  0.976094  15
   SampleAV6_SampleAW4   SampleAV6  0.690243   SampleAW4  0.876268  0.787708  23
   SampleAV6_SampleAW5   SampleAV6  0.713413   SampleAW5  0.748544  0.953067  21
   SampleAV7_SampleAV9   SampleAV7  0.870618   SampleAV9  0.864380  0.992835  30
  SampleAV10_SampleAV7  SampleAV10  0.955314   SampleAV7  0.640084  0.670025  49
   SampleAV7_SampleAW0   SampleAV7  0.916040   SampleAW0  0.773595  0.844499  15
   SampleAV7_SampleAW1   SampleAV7  0.805825   SampleAW1  0.931224  0.865340  31
   SampleAV7_SampleAW2   SampleAV7  0.810237   SampleAW2  0.805541  0.994203  16
   SampleAV7_SampleAW3   SampleAV7  0.769790   SampleAW3  0.946976  0.812893  14
   SampleAV7_SampleAW4   SampleAV7  0.924455   SampleAW4  0.904008  0.977883  15
   SampleAV7_SampleAW5   SampleAV7  0.931139   SampleAW5  0.895623  0.961858  13
   SampleAV8_SampleAV9   SampleAV8  0.867461   SampleAV9  0.856294  0.987127  34
  SampleAV10_SampleAV8  SampleAV10  0.965064   SampleAV8  0.699753  0.725085  52
   SampleAV8_SampleAW0   SampleAV8  0.844307   SampleAW0  0.914443  0.923302  11
   SampleAV8_SampleAW1   SampleAV8  0.707134   SampleAW1  0.821036  0.861271  29
   SampleAV8_SampleAW2   SampleAV8  0.745320   SampleAW2  0.733647  0.984339  15
   SampleAV8_SampleAW3   SampleAV8  0.834443   SampleAW3  0.835099  0.999215  15
   SampleAV8_SampleAW4   SampleAV8  0.886262   SampleAW4  0.821707  0.927160  13
   SampleAV8_SampleAW5   SampleAV8  0.801902   SampleAW5  0.910554  0.880675  17
   SampleAV1_SampleAW6   SampleAV1  0.688114   SampleAW6  0.850720  0.808861  17
   SampleAV1_SampleAW7   SampleAV1  0.711967   SampleAW7  0.759401  0.937537  28
   SampleAV1_SampleAW8   SampleAV1  0.733422   SampleAW8  0.816992  0.897710  29
   SampleAV1_SampleAW9   SampleAV1  0.858187   SampleAW9  0.804580  0.937534  13
  SampleAV1_SampleAW10   SampleAV1  0.878734  SampleAW10  0.874031  0.994649  19
   SampleAV1_SampleAX0   SampleAV1  0.804280   SampleAX0  0.732641  0.910928  16
   SampleAV1_SampleAX1   SampleAV1  0.783238   SampleAX1  0.747680  0.954602  20
   SampleAV1_SampleAX2   SampleAV1  0.799352   SampleAX2  0.817142  0.978229  19
   SampleAV2_SampleAW6   SampleAV2  0.838260   SampleAW6  0.876750  0.956099  18
   SampleAV2_SampleAW7   SampleAV2  0.800080   SampleAW7  0.839004  0.953606  29
   SampleAV2_SampleAW8   SampleAV2  0.745390   SampleAW8  0.840445  0.886899  28
   SampleAV2_SampleAW9   SampleAV2  0.852165   SampleAW9  0.882235  0.965916  18
  SampleAV2_SampleAW10   SampleAV2  0.757406  SampleAW10  0.803900  0.942165  18
   SampleAV2_SampleAX0   SampleAV2  0.837870   SampleAX0  0.838390  0.999380  25
   SampleAV2_SampleAX1   SampleAV2  0.833593   SampleAX1  0.865855  0.962740  22
   SampleAV2_SampleAX2   SampleAV2  0.819132   SampleAX2  0.674393  0.823302  32
   SampleAV3_SampleAW6   SampleAV3  0.939893   SampleAW6  0.888992  0.945844  18
   SampleAV3_SampleAW7   SampleAV3  0.736517   SampleAW7  0.776221  0.948851  20
   SampleAV3_SampleAW8   SampleAV3  0.768784   SampleAW8  0.844572  0.910265  20
   SampleAV3_SampleAW9   SampleAV3  0.764578   SampleAW9  0.813067  0.940363  17
  SampleAV3_SampleAW10   SampleAV3  0.840186  SampleAW10  0.863286  0.973242  20
   SampleAV3_SampleAX0   SampleAV3  0.850186   SampleAX0  0.764064  0.898701  13
   SampleAV3_SampleAX1   SampleAV3  0.793386   SampleAX1  0.903733  0.877898  18
   SampleAV3_SampleAX2   SampleAV3  0.829829   SampleAX2  0.930248  0.892052  27
   SampleAV4_SampleAW6   SampleAV4  0.806472   SampleAW6  0.848753  0.950185  32
   SampleAV4_SampleAW7   SampleAV4  0.728329   SampleAW7  0.723606  0.993515  29
   SampleAV4_SampleAW8   SampleAV4  0.778166   SampleAW8  0.852780  0.912505  18
   SampleAV4_SampleAW9   SampleAV4  0.704588   SampleAW9  0.735069  0.958533  25
  SampleAV4_SampleAW10   SampleAV4  0.872152  SampleAW10  0.683950  0.784210  22
   SampleAV4_SampleAX0   SampleAV4  0.747806   SampleAX0  0.836663  0.893796  30
   SampleAV4_SampleAX1   SampleAV4  0.724994   SampleAX1  0.754614  0.960747  19
   SampleAV4_SampleAX2   SampleAV4  0.875466   SampleAX2  0.702629  0.802578  22
   SampleAV5_SampleAW6   SampleAV5  0.806603   SampleAW6  0.773500  0.958960  30
   SampleAV5_SampleAW7   SampleAV5  0.762725   SampleAW7  0.766147  0.995533  21
   SampleAV5_SampleAW8   SampleAV5  0.926429   SampleAW8  0.848633  0.916027  14
   SampleAV5_SampleAW9   SampleAV5  0.711431   SampleAW9  0.688106  0.967215  24
  SampleAV5_SampleAW10   SampleAV5  0.849698  SampleAW10  0.751349  0.884254  24
   SampleAV5_SampleAX0   SampleAV5  0.745768   SampleAX0  0.838468  0.889441  26
   SampleAV5_SampleAX1   SampleAV5  0.890258   SampleAX1  0.950538  0.936583  15
   SampleAV5_SampleAX2   SampleAV5  0.723551   SampleAX2  0.760996  0.950795  23
   SampleAV6_SampleAW6   SampleAV6  0.918046   SampleAW6  0.883921  0.962828  22
   SampleAV6_SampleAW7   SampleAV6  0.778768   SampleAW7  0.810841  0.960445  23
   SampleAV6_SampleAW8   SampleAV6  0.670052   SampleAW8  0.828455  0.808797  18
  SampleAV6_SampleAW10   SampleAV6  0.818248  SampleAW10  0.790540  0.966138  21
   SampleAV6_SampleAX0   SampleAV6  0.868374   SampleAX0  0.812344  0.935477  18
   SampleAV6_SampleAX1   SampleAV6  0.806870   SampleAX1  0.783388  0.970897  21
   SampleAV7_SampleAW6   SampleAV7  0.848617   SampleAW6  0.817522  0.963359  17
   SampleAV7_SampleAW7   SampleAV7  0.745256   SampleAW7  0.774547  0.962183  30
   SampleAV7_SampleAW8   SampleAV7  0.736941   SampleAW8  0.858672  0.858234  33
   SampleAV7_SampleAW9   SampleAV7  0.846107   SampleAW9  0.847959  0.997815  17
  SampleAV7_SampleAW10   SampleAV7  0.875911  SampleAW10  0.914120  0.958200  16
   SampleAV7_SampleAX0   SampleAV7  0.805818   SampleAX0  0.744323  0.923687  16
   SampleAV7_SampleAX1   SampleAV7  0.846171   SampleAX1  0.796261  0.941017  18
   SampleAV7_SampleAX2   SampleAV7  0.727078   SampleAX2  0.748892  0.970873  26
   SampleAV8_SampleAW6   SampleAV8  0.756829   SampleAW6  0.794037  0.953141  15
   SampleAV8_SampleAW7   SampleAV8  0.689532   SampleAW7  0.764145  0.902357  25
   SampleAV8_SampleAW8   SampleAV8  0.675831   SampleAW8  0.917392  0.736687  25
   SampleAV8_SampleAW9   SampleAV8  0.830923   SampleAW9  0.937771  0.886062  15
  SampleAV8_SampleAW10   SampleAV8  0.781705  SampleAW10  0.855538  0.913699  15
   SampleAV8_SampleAX0   SampleAV8  0.716233   SampleAX0  0.812680  0.881323  16
   SampleAV8_SampleAX1   SampleAV8  0.762403   SampleAX1  0.758131  0.994397  21
   SampleAV8_SampleAX2   SampleAV8  0.746871   SampleAX2  0.695125  0.930717  29
   SampleAV1_SampleAX3   SampleAV1  0.732941   SampleAX3  0.750206  0.976987  21
   SampleAV1_SampleAX4   SampleAV1  0.761800   SampleAX4  0.862917  0.882819  18
   SampleAV1_SampleAX5   SampleAV1  0.828451   SampleAX5  0.852747  0.971508  17
   SampleAV1_SampleAX6   SampleAV1  0.768600   SampleAX6  0.697398  0.907361  15
   SampleAV1_SampleAX7   SampleAV1  0.681093   SampleAX7  0.787105  0.865314  22
   SampleAV1_SampleAX8   SampleAV1  0.701755   SampleAX8  0.811725  0.864523  21
   SampleAV1_SampleAX9   SampleAV1  0.770834   SampleAX9  0.842793  0.914619  21
  SampleAV1_SampleAX10   SampleAV1  0.654717  SampleAX10  0.818694  0.799709  22
   SampleAV2_SampleAX3   SampleAV2  0.640259   SampleAX3  0.687537  0.931236  23
   SampleAV2_SampleAX4   SampleAV2  0.835202   SampleAX4  0.641462  0.768032  24
   SampleAV2_SampleAX5   SampleAV2  0.721830   SampleAX5  0.632539  0.876299  29
   SampleAV2_SampleAX6   SampleAV2  0.797812   SampleAX6  0.829926  0.961304  22
   SampleAV2_SampleAX7   SampleAV2  0.787195   SampleAX7  0.807765  0.974535  28
   SampleAV2_SampleAX8   SampleAV2  0.726524   SampleAX8  0.812237  0.894473  25
   SampleAV2_SampleAX9   SampleAV2  0.804807   SampleAX9  0.875011  0.919768  16
  SampleAV2_SampleAX10   SampleAV2  0.770238  SampleAX10  0.674281  0.875419  24
   SampleAV3_SampleAX3   SampleAV3  0.819777   SampleAX3  0.656265  0.800541  28
   SampleAV3_SampleAX4   SampleAV3  0.909937   SampleAX4  0.923624  0.985181  26
   SampleAV3_SampleAX5   SampleAV3  0.876277   SampleAX5  0.912348  0.960463  25
   SampleAV3_SampleAX6   SampleAV3  0.754520   SampleAX6  0.778508  0.969188  21
   SampleAV3_SampleAX7   SampleAV3  0.874991   SampleAX7  0.889245  0.983971  24
   SampleAV3_SampleAX8   SampleAV3  0.832256   SampleAX8  0.847003  0.982589  17
   SampleAV3_SampleAX9   SampleAV3  0.837482   SampleAX9  0.792175  0.945900  26
  SampleAV3_SampleAX10   SampleAV3  0.808034  SampleAX10  0.865243  0.933881  21
   SampleAV4_SampleAX3   SampleAV4  0.723043   SampleAX3  0.711977  0.984695  17
   SampleAV4_SampleAX4   SampleAV4  0.842620   SampleAX4  0.803090  0.953086  22
   SampleAV4_SampleAX5   SampleAV4  0.734488   SampleAX5  0.668978  0.910809  28
   SampleAV4_SampleAX6   SampleAV4  0.729143   SampleAX6  0.761617  0.957362  24
   SampleAV4_SampleAX7   SampleAV4  0.815655   SampleAX7  0.677920  0.831136  21
   SampleAV4_SampleAX8   SampleAV4  0.824568   SampleAX8  0.827469  0.996494  15
   SampleAV4_SampleAX9   SampleAV4  0.794576   SampleAX9  0.733246  0.922815  27
  SampleAV4_SampleAX10   SampleAV4  0.660616  SampleAX10  0.778815  0.848233  27
   SampleAV5_SampleAX3   SampleAV5  0.814549   SampleAX3  0.765786  0.940135  21
   SampleAV5_SampleAX4   SampleAV5  0.795180   SampleAX4  0.741803  0.932874  25
   SampleAV5_SampleAX5   SampleAV5  0.732866   SampleAX5  0.751245  0.975535  22
   SampleAV5_SampleAX6   SampleAV5  0.709003   SampleAX6  0.649808  0.916510  22
   SampleAV5_SampleAX7   SampleAV5  0.850712   SampleAX7  0.700154  0.823021  21
   SampleAV5_SampleAX8   SampleAV5  0.840239   SampleAX8  0.927004  0.906403  15
   SampleAV5_SampleAX9   SampleAV5  0.759911   SampleAX9  0.713309  0.938674  27
  SampleAV5_SampleAX10   SampleAV5  0.786278  SampleAX10  0.706853  0.898987  21
   SampleAV6_SampleAX3   SampleAV6  0.921299   SampleAX3  0.892691  0.968948  49
   SampleAV6_SampleAX4   SampleAV6  0.864361   SampleAX4  0.875650  0.987108  16
   SampleAV6_SampleAX5   SampleAV6  0.941615   SampleAX5  0.941240  0.999602  19
   SampleAV6_SampleAX6   SampleAV6  0.852857   SampleAX6  0.867443  0.983185  20
   SampleAV6_SampleAX7   SampleAV6  0.817229   SampleAX7  0.679525  0.831499  13
   SampleAV6_SampleAX9   SampleAV6  0.866282   SampleAX9  0.892439  0.970690  47
  SampleAV6_SampleAX10   SampleAV6  0.789822  SampleAX10  0.790669  0.998929  22
   SampleAV7_SampleAX3   SampleAV7  0.807299   SampleAX3  0.709757  0.879174  23
   SampleAV7_SampleAX4   SampleAV7  0.841298   SampleAX4  0.716610  0.851790  22
   SampleAV7_SampleAX5   SampleAV7  0.745934   SampleAX5  0.773876  0.963893  21
   SampleAV7_SampleAX6   SampleAV7  0.781699   SampleAX6  0.804759  0.971346  16
   SampleAV7_SampleAX7   SampleAV7  0.729861   SampleAX7  0.810083  0.900970  26
   SampleAV7_SampleAX8   SampleAV7  0.771053   SampleAX8  0.900714  0.856046  23
   SampleAV7_SampleAX9   SampleAV7  0.855772   SampleAX9  0.840328  0.981953  21
  SampleAV7_SampleAX10   SampleAV7  0.645767  SampleAX10  0.750144  0.860858  21
   SampleAV8_SampleAX3   SampleAV8  0.778011   SampleAX3  0.787799  0.987574  24
   SampleAV8_SampleAX4   SampleAV8  0.787675   SampleAX4  0.720780  0.915073  22
   SampleAV8_SampleAX5   SampleAV8  0.828832   SampleAX5  0.790221  0.953415  24
   SampleAV8_SampleAX6   SampleAV8  0.813021   SampleAX6  0.843364  0.964022  17
   SampleAV8_SampleAX7   SampleAV8  0.785677   SampleAX7  0.821436  0.956469  26
   SampleAV8_SampleAX8   SampleAV8  0.885686   SampleAX8  0.822113  0.928221  22
   SampleAV8_SampleAX9   SampleAV8  0.741086   SampleAX9  0.840693  0.881517  19
  SampleAV8_SampleAX10   SampleAV8  0.749609  SampleAX10  0.704127  0.939326  21
   SampleAV1_SampleAY0   SampleAV1  0.858702   SampleAY0  0.844642  0.983627  16
   SampleAV1_SampleAY1   SampleAV1  0.716483   SampleAY1  0.809680  0.884896  18
   SampleAV1_SampleAY2   SampleAV1  0.941622   SampleAY2  0.854569  0.907550  27
   SampleAV1_SampleAY3   SampleAV1  0.838665   SampleAY3  0.810571  0.966502  12
   SampleAV1_SampleAY4   SampleAV1  0.939741   SampleAY4  0.876661  0.932875  24
   SampleAV1_SampleAY5   SampleAV1  0.842920   SampleAY5  0.810664  0.961733  23
   SampleAV1_SampleAY6   SampleAV1  0.883576   SampleAY6  0.768587  0.869860  20
   SampleAV1_SampleAY7   SampleAV1  0.949146   SampleAY7  0.853385  0.899108  27
   SampleAV2_SampleAY0   SampleAV2  0.703579   SampleAY0  0.806852  0.872006  21
   SampleAV2_SampleAY1   SampleAV2  0.841640   SampleAY1  0.812200  0.965021  21
   SampleAV2_SampleAY2   SampleAV2  0.721838   SampleAY2  0.848054  0.851170  21
   SampleAV2_SampleAY3   SampleAV2  0.940190   SampleAY3  0.838656  0.892007  15
   SampleAV2_SampleAY4   SampleAV2  0.819854   SampleAY4  0.779305  0.950542  18
   SampleAV2_SampleAY5   SampleAV2  0.654008   SampleAY5  0.757969  0.862844  20
   SampleAV2_SampleAY6   SampleAV2  0.857799   SampleAY6  0.907268  0.945475  14
   SampleAV2_SampleAY7   SampleAV2  0.833111   SampleAY7  0.822497  0.987259  16
   SampleAV3_SampleAY0   SampleAV3  0.826322   SampleAY0  0.857625  0.963500  29
   SampleAV3_SampleAY1   SampleAV3  0.654994   SampleAY1  0.632552  0.965738  39
   SampleAV3_SampleAY2   SampleAV3  0.862267   SampleAY2  0.724637  0.840385  12
   SampleAV3_SampleAY3   SampleAV3  0.900145   SampleAY3  0.862789  0.958499  15
   SampleAV3_SampleAY4   SampleAV3  0.767637   SampleAY4  0.757971  0.987408  19
   SampleAV3_SampleAY5   SampleAV3  0.820411   SampleAY5  0.708380  0.863446  21
   SampleAV3_SampleAY6   SampleAV3  0.778418   SampleAY6  0.865902  0.898968  14
