               PAIR_ID        IID1        H1        IID2        H2       HSR   N
   SampleAD9_SampleAO2   SampleAD9  0.806463   SampleAO2  0.932834  0.864530  19
   SampleAD9_SampleAO3   SampleAD9  0.654525   SampleAO3  0.730765  0.895671  26
   SampleAD9_SampleAO4   SampleAD9  0.908392   SampleAO4  0.783127  0.862102  14
   SampleAD9_SampleAO5   SampleAD9  0.770044   SampleAO5  0.629763  0.817828  25
  SampleAD10_SampleAN9  SampleAD10  0.919572   SampleAN9  0.805021  0.875429  18
 SampleAD10_SampleAN10  SampleAD10  0.842093  SampleAN10  0.868857  0.969197  22
  SampleAD10_SampleAO0  SampleAD10  0.807464   SampleAO0  0.672572  0.832944  19
  SampleAD10_SampleAO1  SampleAD10  0.827534   SampleAO1  0.830483  0.996449  21
  SampleAD10_SampleAO2  SampleAD10  0.866448   SampleAO2  0.813578  0.938980  22
  SampleAD10_SampleAO3  SampleAD10  0.832692   SampleAO3  0.759221  0.911767  21
  SampleAD10_SampleAO4  SampleAD10  0.767693   SampleAO4  0.702813  0.915487  23
  SampleAD10_SampleAO5  SampleAD10  0.766977   SampleAO5  0.662045  0.863187  23
   SampleAE0_SampleAN9   SampleAE0  0.864601   SampleAN9  0.777805  0.899611  11
  SampleAE0_SampleAN10   SampleAE0  0.664915  SampleAN10  0.774875  0.858093  25
   SampleAE0_SampleAO0   SampleAE0  0.705317   SampleAO0  0.665759  0.943915  20
   SampleAE0_SampleAO1   SampleAE0  0.743957   SampleAO1  0.709845  0.954148  25
   SampleAE0_SampleAO2   SampleAE0  0.838175   SampleAO2  0.820916  0.979408  22
   SampleAE0_SampleAO3   SampleAE0  0.705897   SampleAO3  0.740165  0.953702  18
   SampleAE0_SampleAO4   SampleAE0  0.801567   SampleAO4  0.735946  0.918135  17
   SampleAE0_SampleAO5   SampleAE0  0.819491   SampleAO5  0.765483  0.934096  15
   SampleAE1_SampleAN9   SampleAE1  0.862466   SampleAN9  0.838123  0.971775  19
  SampleAE1_SampleAN10   SampleAE1  0.822707  SampleAN10  0.888954  0.925477  18
   SampleAE1_SampleAO0   SampleAE1  0.890112   SampleAO0  0.900165  0.988832  13
   SampleAE1_SampleAO1   SampleAE1  0.773160   SampleAO1  0.851780  0.907700  18
   SampleAE1_SampleAO2   SampleAE1  0.837524   SampleAO2  0.861965  0.971645  16
   SampleAE1_SampleAO3   SampleAE1  0.692305   SampleAO3  0.763056  0.907280  18
   SampleAE1_SampleAO4   SampleAE1  0.933129   SampleAO4  0.933129  1.000000  11
   SampleAE1_SampleAO5   SampleAE1  0.849680   SampleAO5  0.851451  0.997920  10
   SampleAE2_SampleAN9   SampleAE2  0.892840   SampleAN9  0.805450  0.902121  16
   SampleAE2_SampleAO0   SampleAE2  0.750190   SampleAO0  0.743437  0.990999  14
   SampleAE2_SampleAO1   SampleAE2  0.866230   SampleAO1  0.696326  0.803858  14
   SampleAE2_SampleAO2   SampleAE2  0.927001   SampleAO2  0.942351  0.983711  41
   SampleAE2_SampleAO3   SampleAE2  0.887233   SampleAO3  0.791365  0.891947  21
   SampleAE2_SampleAO4   SampleAE2  0.925956   SampleAO4  0.920818  0.994451  34
   SampleAE2_SampleAO5   SampleAE2  0.904415   SampleAO5  0.877109  0.969808  29
   SampleAE3_SampleAN9   SampleAE3  0.663421   SampleAN9  0.775524  0.855449  21
  SampleAE3_SampleAN10   SampleAE3  0.796227  SampleAN10  0.792344  0.995124  21
   SampleAE3_SampleAO0   SampleAE3  0.701728   SampleAO0  0.748871  0.937049  18
   SampleAE3_SampleAO1   SampleAE3  0.862925   SampleAO1  0.787436  0.912520  19
   SampleAE3_SampleAO2   SampleAE3  0.883137   SampleAO2  0.816541  0.924591  19
   SampleAE3_SampleAO3   SampleAE3  0.766237   SampleAO3  0.773527  0.990575  21
   SampleAE3_SampleAO4   SampleAE3  0.713290   SampleAO4  0.717715  0.993835  16
   SampleAE3_SampleAO5   SampleAE3  0.696835   SampleAO5  0.810923  0.859311  20
   SampleAD7_SampleAO6   SampleAD7  0.840258   SampleAO6  0.897589  0.936128  10
   SampleAD7_SampleAO7   SampleAD7  0.786767   SampleAO7  0.764250  0.971380  29
   SampleAD7_SampleAO8   SampleAD7  0.849690   SampleAO8  0.844293  0.993647  24
   SampleAD7_SampleAO9   SampleAD7  0.820927   SampleAO9  0.802789  0.977905  17
  SampleAD7_SampleAO10   SampleAD7  0.862827  SampleAO10  0.946630  0.911472  13
   SampleAD7_SampleAP0   SampleAD7  0.828190   SampleAP0  0.852704  0.971251  26
   SampleAD7_SampleAP1   SampleAD7  0.789870   SampleAP1  0.794732  0.993883  21
   SampleAD7_SampleAP2   SampleAD7  0.917290   SampleAP2  0.839622  0.915328  16
   SampleAD8_SampleAO6   SampleAD8  0.891517   SampleAO6  1.000000  0.891517   8
   SampleAD8_SampleAO7   SampleAD8  0.830555   SampleAO7  0.782642  0.942312  22
   SampleAD8_SampleAO8   SampleAD8  0.785561   SampleAO8  0.888914  0.883732  18
   SampleAD8_SampleAO9   SampleAD8  0.702874   SampleAO9  0.851387  0.825563  17
  SampleAD8_SampleAO10   SampleAD8  0.871551  SampleAO10  0.886828  0.982774  14
   SampleAD8_SampleAP0   SampleAD8  0.759422   SampleAP0  0.847271  0.896315  18
   SampleAD8_SampleAP1   SampleAD8  0.748108   SampleAP1  0.817476  0.915144  20
   SampleAD8_SampleAP2   SampleAD8  0.715170   SampleAP2  0.733508  0.974999  12
   SampleAD9_SampleAO7   SampleAD9  0.704568   SampleAO7  0.731925  0.962623  20
   SampleAD9_SampleAO8   SampleAD9  0.721653   SampleAO8  0.738281  0.977478  20
   SampleAD9_SampleAO9   SampleAD9  0.739779   SampleAO9  0.842458  0.878120  18
  SampleAD9_SampleAO10   SampleAD9  0.830278  SampleAO10  0.771700  0.929447  13
   SampleAD9_SampleAP0   SampleAD9  0.828037   SampleAP0  0.891798  0.928503  22
   SampleAD9_SampleAP1   SampleAD9  0.838706   SampleAP1  0.875287  0.958207  26
   SampleAD9_SampleAP2   SampleAD9  0.729973   SampleAP2  0.866115  0.842814  29
  SampleAD10_SampleAO6  SampleAD10  0.814184   SampleAO6  0.901743  0.902900  11
  SampleAD10_SampleAO7  SampleAD10  0.794453   SampleAO7  0.782135  0.984494  25
  SampleAD10_SampleAO8  SampleAD10  0.788354   SampleAO8  0.809664  0.973680  20
  SampleAD10_SampleAO9  SampleAD10  0.659196   SampleAO9  0.684096  0.963602  27
 SampleAD10_SampleAO10  SampleAD10  0.690269  SampleAO10  0.931091  0.741355  21
  SampleAD10_SampleAP0  SampleAD10  0.774010   SampleAP0  0.879173  0.880384  23
  SampleAD10_SampleAP1  SampleAD10  0.814220   SampleAP1  0.805189  0.988908  19
  SampleAD10_SampleAP2  SampleAD10  0.757843   SampleAP2  0.807062  0.939015  23
   SampleAE0_SampleAO6   SampleAE0  0.729070   SampleAO6  0.774251  0.941646  17
   SampleAE0_SampleAO7   SampleAE0  0.812491   SampleAO7  0.855572  0.949646  25
   SampleAE0_SampleAO8   SampleAE0  0.822456   SampleAO8  0.656795  0.798577  28
   SampleAE0_SampleAO9   SampleAE0  0.728099   SampleAO9  0.790760  0.920758  18
  SampleAE0_SampleAO10   SampleAE0  0.780652  SampleAO10  0.716787  0.918190  23
   SampleAE0_SampleAP0   SampleAE0  0.872542   SampleAP0  0.831725  0.953221  18
   SampleAE0_SampleAP1   SampleAE0  0.871509   SampleAP1  0.844943  0.969517  33
   SampleAE0_SampleAP2   SampleAE0  0.799263   SampleAP2  0.845616  0.945185  22
   SampleAE1_SampleAO6   SampleAE1  0.816244   SampleAO6  0.742243  0.909339   9
   SampleAE1_SampleAO7   SampleAE1  0.778494   SampleAO7  0.878299  0.886365  14
   SampleAE1_SampleAO8   SampleAE1  0.784127   SampleAO8  0.727418  0.927680  14
   SampleAE1_SampleAO9   SampleAE1  0.742165   SampleAO9  0.881404  0.842026  13
  SampleAE1_SampleAO10   SampleAE1  0.710526  SampleAO10  0.960825  0.739496  12
   SampleAE1_SampleAP0   SampleAE1  0.666638   SampleAP0  0.760110  0.877028  21
   SampleAE1_SampleAP1   SampleAE1  0.741515   SampleAP1  0.853033  0.869268  19
   SampleAE1_SampleAP2   SampleAE1  0.800564   SampleAP2  0.870946  0.919189  23
   SampleAE2_SampleAO6   SampleAE2  0.865448   SampleAO6  0.958389  0.903023  12
   SampleAE2_SampleAO7   SampleAE2  0.780937   SampleAO7  0.821080  0.951110  27
   SampleAE2_SampleAO8   SampleAE2  0.884651   SampleAO8  0.861303  0.973608  28
   SampleAE2_SampleAO9   SampleAE2  0.775086   SampleAO9  0.825483  0.938949  23
  SampleAE2_SampleAO10   SampleAE2  0.870198  SampleAO10  0.856786  0.984587  22
   SampleAE2_SampleAP0   SampleAE2  0.859201   SampleAP0  0.791664  0.921395  16
   SampleAE2_SampleAP1   SampleAE2  0.796482   SampleAP1  0.909779  0.875468  14
   SampleAE2_SampleAP2   SampleAE2  0.780828   SampleAP2  0.670479  0.858676  15
   SampleAE3_SampleAO6   SampleAE3  1.000000   SampleAO6  0.796921  0.796921  11
   SampleAE3_SampleAO7   SampleAE3  0.870629   SampleAO7  0.837521  0.961973  16
   SampleAE3_SampleAO8   SampleAE3  0.739664   SampleAO8  0.743076  0.995409  16
   SampleAE3_SampleAO9   SampleAE3  0.779072   SampleAO9  0.708045  0.908832  16
  SampleAE3_SampleAO10   SampleAE3  0.892918  SampleAO10  0.904559  0.987131  14
   SampleAE3_SampleAP0   SampleAE3  0.815156   SampleAP0  0.801238  0.982926  20
   SampleAE3_SampleAP1   SampleAE3  0.808824   SampleAP1  0.883208  0.915780  19
   SampleAE3_SampleAP2   SampleAE3  0.812564   SampleAP2  0.712354  0.876674  21
   SampleAD7_SampleAP3   SampleAD7  0.661623   SampleAP3  0.765435  0.864375  15
   SampleAD7_SampleAP4   SampleAD7  0.819588   SampleAP4  0.871108  0.940857  20
   SampleAD7_SampleAP5   SampleAD7  0.901323   SampleAP5  0.925179  0.974215  22
   SampleAD7_SampleAP6   SampleAD7  0.905738   SampleAP6  0.902530  0.996459  27
   SampleAD7_SampleAP7   SampleAD7  0.743674   SampleAP7  0.845337  0.879737  17
   SampleAD7_SampleAP8   SampleAD7  0.859717   SampleAP8  0.735746  0.855800  16
   SampleAD7_SampleAP9   SampleAD7  0.831359   SampleAP9  0.833271  0.997705  19
  SampleAD7_SampleAP10   SampleAD7  0.826239  SampleAP10  0.838817  0.985006  24
   SampleAD8_SampleAP3   SampleAD8  0.847760   SampleAP3  0.838675  0.989284  11
   SampleAD8_SampleAP4   SampleAD8  0.752929   SampleAP4  0.763623  0.985996  19
   SampleAD8_SampleAP5   SampleAD8  0.765275   SampleAP5  0.920624  0.831256  17
   SampleAD8_SampleAP6   SampleAD8  0.900507   SampleAP6  0.886585  0.984540  37
   SampleAD8_SampleAP7   SampleAD8  0.793159   SampleAP7  0.919020  0.863049  15
   SampleAD8_SampleAP8   SampleAD8  0.842522   SampleAP8  0.844963  0.997111  16
   SampleAD8_SampleAP9   SampleAD8  0.789965   SampleAP9  0.692122  0.876143  17
  SampleAD8_SampleAP10   SampleAD8  0.903046  SampleAP10  0.878135  0.972415  26
   SampleAD9_SampleAP3   SampleAD9  0.714510   SampleAP3  0.740083  0.965446  19
   SampleAD9_SampleAP4   SampleAD9  0.684273   SampleAP4  0.886436  0.771937  26
   SampleAD9_SampleAP5   SampleAD9  0.784695   SampleAP5  0.872591  0.899270  25
   SampleAD9_SampleAP6   SampleAD9  0.824443   SampleAP6  0.676650  0.820736  33
   SampleAD9_SampleAP7   SampleAD9  0.789640   SampleAP7  0.753374  0.954073  26
   SampleAD9_SampleAP8   SampleAD9  0.825626   SampleAP8  0.926218  0.891394  25
   SampleAD9_SampleAP9   SampleAD9  0.782205   SampleAP9  0.890060  0.878824  18
  SampleAD9_SampleAP10   SampleAD9  0.846742  SampleAP10  0.734776  0.867768  30
  SampleAD10_SampleAP3  SampleAD10  0.743104   SampleAP3  0.740369  0.996320  21
  SampleAD10_SampleAP4  SampleAD10  0.813918   SampleAP4  0.829638  0.981051  22
  SampleAD10_SampleAP5  SampleAD10  0.710589   SampleAP5  0.829150  0.857009  28
  SampleAD10_SampleAP6  SampleAD10  0.875636   SampleAP6  0.826536  0.943926  30
  SampleAD10_SampleAP7  SampleAD10  0.845310   SampleAP7  0.815773  0.965057  19
  SampleAD10_SampleAP8  SampleAD10  0.699783   SampleAP8  0.852621  0.820744  21
  SampleAD10_SampleAP9  SampleAD10  0.686829   SampleAP9  0.689606  0.995973  23
 SampleAD10_SampleAP10  SampleAD10  0.835739  SampleAP10  0.779393  0.932580  24
   SampleAE0_SampleAP3   SampleAE0  0.825740   SampleAP3  0.701020  0.848960  24
   SampleAE0_SampleAP4   SampleAE0  0.818690   SampleAP4  0.693512  0.847100  18
   SampleAE0_SampleAP5   SampleAE0  0.793571   SampleAP5  0.739590  0.931976  21
   SampleAE0_SampleAP6   SampleAE0  0.958529   SampleAP6  0.932783  0.973140  14
   SampleAE0_SampleAP7   SampleAE0  0.782742   SampleAP7  0.882640  0.886820  22
   SampleAE0_SampleAP8   SampleAE0  0.884418   SampleAP8  0.881084  0.996229  27
   SampleAE0_SampleAP9   SampleAE0  0.894526   SampleAP9  0.794508  0.888190  17
  SampleAE0_SampleAP10   SampleAE0  0.804685  SampleAP10  0.785426  0.976066  27
   SampleAE1_SampleAP3   SampleAE1  0.851867   SampleAP3  0.818220  0.960502  19
   SampleAE1_SampleAP4   SampleAE1  0.717556   SampleAP4  0.903124  0.794526  19
   SampleAE1_SampleAP5   SampleAE1  0.802850   SampleAP5  0.740700  0.922589  34
   SampleAE1_SampleAP6   SampleAE1  0.852435   SampleAP6  0.806271  0.945844  18
   SampleAE1_SampleAP7   SampleAE1  0.729503   SampleAP7  0.732849  0.995435  17
   SampleAE1_SampleAP8   SampleAE1  0.741103   SampleAP8  0.787437  0.941159  21
   SampleAE1_SampleAP9   SampleAE1  0.664888   SampleAP9  0.731119  0.909411  19
  SampleAE1_SampleAP10   SampleAE1  0.768242  SampleAP10  0.831677  0.923726  17
   SampleAE2_SampleAP3   SampleAE2  0.920487   SampleAP3  0.925404  0.994687  26
   SampleAE2_SampleAP4   SampleAE2  0.729674   SampleAP4  0.707558  0.969689  15
   SampleAE2_SampleAP5   SampleAE2  0.862199   SampleAP5  0.858742  0.995990  15
   SampleAE2_SampleAP6   SampleAE2  0.723334   SampleAP6  0.841628  0.859446   7
   SampleAE2_SampleAP8   SampleAE2  0.780940   SampleAP8  0.747137  0.956715  14
   SampleAE2_SampleAP9   SampleAE2  0.773660   SampleAP9  0.821158  0.942157  17
   SampleAE3_SampleAP3   SampleAE3  0.772095   SampleAP3  0.750617  0.972182  20
   SampleAE3_SampleAP4   SampleAE3  0.708096   SampleAP4  0.713892  0.991881  29
   SampleAE3_SampleAP5   SampleAE3  0.737425   SampleAP5  0.716199  0.971216  21
   SampleAE3_SampleAP6   SampleAE3  0.664452   SampleAP6  0.782407  0.849241  24
   SampleAE3_SampleAP7   SampleAE3  0.749741   SampleAP7  0.762691  0.983021  18
   SampleAE3_SampleAP8   SampleAE3  0.899899   SampleAP8  0.826099  0.917990  21
   SampleAE3_SampleAP9   SampleAE3  0.666154   SampleAP9  0.824366  0.808080  25
  SampleAE3_SampleAP10   SampleAE3  0.651879  SampleAP10  0.835663  0.780074  23
   SampleAD7_SampleAQ0   SampleAD7  0.705998   SampleAQ0  0.782923  0.901747  24
   SampleAD7_SampleAQ1   SampleAD7  0.702161   SampleAQ1  0.830426  0.845543  20
   SampleAD7_SampleAQ2   SampleAD7  0.833765   SampleAQ2  0.710572  0.852245  17
   SampleAD7_SampleAQ3   SampleAD7  0.778451   SampleAQ3  1.000000  0.778451   8
   SampleAD7_SampleAQ4   SampleAD7  0.861995   SampleAQ4  0.823757  0.955640  17
   SampleAD7_SampleAQ5   SampleAD7  0.780014   SampleAQ5  0.856818  0.910362  21
   SampleAD7_SampleAQ6   SampleAD7  0.843279   SampleAQ6  0.909933  0.926748  11
   SampleAD7_SampleAQ7   SampleAD7  0.808715   SampleAQ7  0.798100  0.986873  17
   SampleAD8_SampleAQ0   SampleAD8  0.677588   SampleAQ0  0.717668  0.944153  29
   SampleAD8_SampleAQ1   SampleAD8  0.777433   SampleAQ1  0.748578  0.962884  21
   SampleAD8_SampleAQ2   SampleAD8  0.781476   SampleAQ2  0.734281  0.939608  17
   SampleAD8_SampleAQ3   SampleAD8  0.896195   SampleAQ3  0.896195  1.000000  12
   SampleAD8_SampleAQ4   SampleAD8  0.799962   SampleAQ4  0.807875  0.990204  19
   SampleAD8_SampleAQ5   SampleAD8  0.657842   SampleAQ5  0.786627  0.836282  27
   SampleAD8_SampleAQ6   SampleAD8  0.957044   SampleAQ6  0.954150  0.996976  14
   SampleAD8_SampleAQ7   SampleAD8  0.920646   SampleAQ7  0.834465  0.906390  18
   SampleAD9_SampleAQ0   SampleAD9  0.736249   SampleAQ0  0.754843  0.975367  26
   SampleAD9_SampleAQ1   SampleAD9  0.750396   SampleAQ1  0.728322  0.970583  19
   SampleAD9_SampleAQ2   SampleAD9  0.831565   SampleAQ2  0.842534  0.986981  24
   SampleAD9_SampleAQ4   SampleAD9  0.701006   SampleAQ4  0.614240  0.876226  25
   SampleAD9_SampleAQ5   SampleAD9  0.730389   SampleAQ5  0.779183  0.937378  27
   SampleAD9_SampleAQ6   SampleAD9  0.817299   SampleAQ6  0.704985  0.862580  19
   SampleAD9_SampleAQ7   SampleAD9  0.756927   SampleAQ7  0.865728  0.874325  24
  SampleAD10_SampleAQ0  SampleAD10  0.787187   SampleAQ0  0.723545  0.919153  25
  SampleAD10_SampleAQ1  SampleAD10  0.758196   SampleAQ1  0.812916  0.932687  22
  SampleAD10_SampleAQ2  SampleAD10  0.698821   SampleAQ2  0.713821  0.978986  23
  SampleAD10_SampleAQ4  SampleAD10  0.727169   SampleAQ4  0.714845  0.983052  22
  SampleAD10_SampleAQ5  SampleAD10  0.741331   SampleAQ5  0.758296  0.977626  20
  SampleAD10_SampleAQ6  SampleAD10  0.905988   SampleAQ6  0.868549  0.958675  14
  SampleAD10_SampleAQ7  SampleAD10  0.833343   SampleAQ7  0.743930  0.892706  21
   SampleAE0_SampleAQ0   SampleAE0  0.780153   SampleAQ0  0.713633  0.914735  23
   SampleAE0_SampleAQ1   SampleAE0  0.697405   SampleAQ1  0.864961  0.806285  22
   SampleAE0_SampleAQ2   SampleAE0  0.714922   SampleAQ2  0.814242  0.878022  17
   SampleAE0_SampleAQ3   SampleAE0  0.905925   SampleAQ3  0.898394  0.991687  12
   SampleAE0_SampleAQ4   SampleAE0  0.853456   SampleAQ4  0.961281  0.887832  20
   SampleAE0_SampleAQ5   SampleAE0  0.701315   SampleAQ5  0.861846  0.813736  20
   SampleAE0_SampleAQ6   SampleAE0  0.751383   SampleAQ6  0.771201  0.974302  24
   SampleAE0_SampleAQ7   SampleAE0  0.780540   SampleAQ7  0.809716  0.963967  18
   SampleAE1_SampleAQ0   SampleAE1  0.771149   SampleAQ0  0.679817  0.881565  25
   SampleAE1_SampleAQ1   SampleAE1  0.735679   SampleAQ1  0.766404  0.959911  15
   SampleAE1_SampleAQ2   SampleAE1  0.758076   SampleAQ2  0.663590  0.875360  22
   SampleAE1_SampleAQ4   SampleAE1  0.762405   SampleAQ4  0.791365  0.963405  23
   SampleAE1_SampleAQ5   SampleAE1  0.780113   SampleAQ5  0.729989  0.935747  28
   SampleAE1_SampleAQ6   SampleAE1  0.858672   SampleAQ6  0.736236  0.857412  17
   SampleAE1_SampleAQ7   SampleAE1  0.821656   SampleAQ7  0.849024  0.967765  18
   SampleAE2_SampleAQ0   SampleAE2  0.716099   SampleAQ0  0.892050  0.802756  18
   SampleAE2_SampleAQ1   SampleAE2  0.799382   SampleAQ1  0.717523  0.897597  16
   SampleAE2_SampleAQ2   SampleAE2  0.834746   SampleAQ2  0.834746  1.000000   6
   SampleAE2_SampleAQ3   SampleAE2  0.920561   SampleAQ3  0.738526  0.802256  37
   SampleAE2_SampleAQ5   SampleAE2  0.785438   SampleAQ5  1.000000  0.785438  17
   SampleAE2_SampleAQ6   SampleAE2  0.810649   SampleAQ6  0.823150  0.984813  11
   SampleAE2_SampleAQ7   SampleAE2  0.831173   SampleAQ7  0.838999  0.990672  13
   SampleAE3_SampleAQ0   SampleAE3  0.749632   SampleAQ0  0.615224  0.820701  26
   SampleAE3_SampleAQ1   SampleAE3  0.879425   SampleAQ1  0.785419  0.893106  28
   SampleAE3_SampleAQ3   SampleAE3  0.829164   SampleAQ3  0.849674  0.975861  10
   SampleAE3_SampleAQ4   SampleAE3  0.710211   SampleAQ4  0.753992  0.941934  16
   SampleAE3_SampleAQ5   SampleAE3  0.811228   SampleAQ5  0.892705  0.908730  17
   SampleAE3_SampleAQ6   SampleAE3  0.739018   SampleAQ6  0.752087  0.982623  26
   SampleAE3_SampleAQ7   SampleAE3  0.821146   SampleAQ7  0.814154  0.991485  19
   SampleAD7_SampleAQ8   SampleAD7  0.753306   SampleAQ8  0.715387  0.949664  16
   SampleAD7_SampleAQ9   SampleAD7  0.859743   SampleAQ9  0.846371  0.984447  14
  SampleAD7_SampleAQ10   SampleAD7  0.749230  SampleAQ10  0.699225  0.933258  14
   SampleAD7_SampleAR0   SampleAD7  0.706107   SampleAR0  0.823181  0.857779  18
   SampleAD7_SampleAR1   SampleAD7  0.899852   SampleAR1  0.893454  0.992890  33
   SampleAD7_SampleAR2   SampleAD7  0.912568   SampleAR2  0.852772  0.934475  18
   SampleAD7_SampleAR3   SampleAD7  0.688859   SampleAR3  0.607874  0.882436  15
   SampleAD7_SampleAR4   SampleAD7  0.914765   SampleAR4  0.738513  0.807326  23
   SampleAD8_SampleAQ8   SampleAD8  0.753661   SampleAQ8  0.741691  0.984117  23
   SampleAD8_SampleAQ9   SampleAD8  0.801938   SampleAQ9  0.848493  0.945132  16
  SampleAD8_SampleAQ10   SampleAD8  0.817970  SampleAQ10  0.710364  0.868448  12
   SampleAD8_SampleAR0   SampleAD8  0.634611   SampleAR0  0.654005  0.970346  14
   SampleAD8_SampleAR1   SampleAD8  0.903077   SampleAR1  0.933888  0.967008  43
   SampleAD8_SampleAR2   SampleAD8  0.827719   SampleAR2  0.908966  0.910616  21
   SampleAD8_SampleAR3   SampleAD8  0.774438   SampleAR3  0.825989  0.937589  18
   SampleAD8_SampleAR4   SampleAD8  0.815613   SampleAR4  0.878565  0.928347  17
   SampleAD9_SampleAQ8   SampleAD9  0.878180   SampleAQ8  0.820413  0.934219  19
   SampleAD9_SampleAQ9   SampleAD9  0.770417   SampleAQ9  0.823464  0.935580  19
  SampleAD9_SampleAQ10   SampleAD9  0.793401  SampleAQ10  0.814689  0.973870  19
   SampleAD9_SampleAR0   SampleAD9  0.749075   SampleAR0  0.857001  0.874066  28
   SampleAD9_SampleAR1   SampleAD9  0.832285   SampleAR1  0.808838  0.971828  30
   SampleAD9_SampleAR2   SampleAD9  0.828246   SampleAR2  0.851762  0.972392  22
   SampleAD9_SampleAR3   SampleAD9  0.952410   SampleAR3  0.726219  0.762507  15
   SampleAD9_SampleAR4   SampleAD9  0.840250   SampleAR4  0.830232  0.988077  28
  SampleAD10_SampleAQ8  SampleAD10  0.737402   SampleAQ8  0.859381  0.858062  23
  SampleAD10_SampleAQ9  SampleAD10  0.650871   SampleAQ9  0.833474  0.780914  11
 SampleAD10_SampleAQ10  SampleAD10  0.855244  SampleAQ10  0.797002  0.931900  17
  SampleAD10_SampleAR0  SampleAD10  0.939753   SampleAR0  0.864532  0.919957  47
  SampleAD10_SampleAR1  SampleAD10  0.843306   SampleAR1  0.814428  0.965756  29
  SampleAD10_SampleAR2  SampleAD10  0.798455   SampleAR2  0.757884  0.949187  23
  SampleAD10_SampleAR3  SampleAD10  0.811542   SampleAR3  0.846566  0.958627  17
  SampleAD10_SampleAR4  SampleAD10  0.883138   SampleAR4  0.819419  0.927850  39
   SampleAE0_SampleAQ8   SampleAE0  0.664693   SampleAQ8  0.837525  0.793639  26
   SampleAE0_SampleAQ9   SampleAE0  0.901057   SampleAQ9  0.859049  0.953379  16
  SampleAE0_SampleAQ10   SampleAE0  0.874706  SampleAQ10  0.854930  0.977392  19
   SampleAE0_SampleAR0   SampleAE0  0.729531   SampleAR0  0.767568  0.950444  18
   SampleAE0_SampleAR1   SampleAE0  0.670477   SampleAR1  0.759328  0.882988  23
   SampleAE0_SampleAR2   SampleAE0  0.787614   SampleAR2  0.803727  0.979951  18
   SampleAE0_SampleAR3   SampleAE0  0.776769   SampleAR3  0.907917  0.855551  20
   SampleAE0_SampleAR4   SampleAE0  0.747036   SampleAR4  0.894501  0.835143  18
   SampleAE1_SampleAQ8   SampleAE1  0.710003   SampleAQ8  0.754731  0.940736  18
  SampleAE1_SampleAQ10   SampleAE1  0.616885  SampleAQ10  0.622546  0.990907  18
   SampleAE1_SampleAR0   SampleAE1  0.796571   SampleAR0  0.816670  0.975389  13
   SampleAE1_SampleAR1   SampleAE1  0.806076   SampleAR1  0.747862  0.927781  27
   SampleAE1_SampleAR2   SampleAE1  0.649529   SampleAR2  0.932336  0.696668  23
   SampleAE1_SampleAR3   SampleAE1  0.808396   SampleAR3  0.907827  0.890474  16
   SampleAE1_SampleAR4   SampleAE1  0.661582   SampleAR4  0.913871  0.723935  16
   SampleAE2_SampleAQ9   SampleAE2  0.890084   SampleAQ9  0.943370  0.943516  28
  SampleAE2_SampleAQ10   SampleAE2  0.897768  SampleAQ10  0.875213  0.974877  11
   SampleAE2_SampleAR0   SampleAE2  0.890337   SampleAR0  0.764941  0.859159  15
   SampleAE2_SampleAR1   SampleAE2  1.000000   SampleAR1  0.759777  0.759777  10
   SampleAE2_SampleAR2   SampleAE2  0.962502   SampleAR2  0.789545  0.820305  14
   SampleAE2_SampleAR3   SampleAE2  0.817429   SampleAR3  0.817775  0.999577  12
   SampleAE2_SampleAR4   SampleAE2  0.936487   SampleAR4  0.855229  0.913231  12
   SampleAE3_SampleAQ8   SampleAE3  0.818851   SampleAQ8  0.877471  0.933194  19
  SampleAE3_SampleAQ10   SampleAE3  0.782838  SampleAQ10  0.865291  0.904711  24
   SampleAE3_SampleAR0   SampleAE3  0.720490   SampleAR0  0.792967  0.908600  29
   SampleAE3_SampleAR1   SampleAE3  0.771677   SampleAR1  0.775305  0.995321  19
   SampleAE3_SampleAR2   SampleAE3  0.796552   SampleAR2  0.828148  0.961848  20
   SampleAE3_SampleAR3   SampleAE3  0.816645   SampleAR3  0.924095  0.883724   9
   SampleAE3_SampleAR4   SampleAE3  0.736798   SampleAR4  0.745785  0.987950  22
   SampleAD7_SampleAR5   SampleAD7  0.882204   SampleAR5  0.862311  0.977451  25
   SampleAD7_SampleAR6   SampleAD7  0.874479   SampleAR6  0.807997  0.923976  30
   SampleAD7_SampleAR7   SampleAD7  0.837246   SampleAR7  0.700808  0.837039  25
   SampleAD7_SampleAR8   SampleAD7  0.871106   SampleAR8  0.893871  0.974531  22
   SampleAD7_SampleAR9   SampleAD7  0.945542   SampleAR9  0.862833  0.912527  17
  SampleAD7_SampleAR10   SampleAD7  0.882385  SampleAR10  0.786316  0.891126  20
   SampleAD7_SampleAS0   SampleAD7  0.784499   SampleAS0  0.861115  0.911026  15
   SampleAD7_SampleAS1   SampleAD7  0.827264   SampleAS1  0.735452  0.889017  20
   SampleAD8_SampleAR5   SampleAD8  0.872281   SampleAR5  0.878230  0.993227  16
   SampleAD8_SampleAR6   SampleAD8  0.780110   SampleAR6  0.835749  0.933425  30
   SampleAD8_SampleAR7   SampleAD8  0.850382   SampleAR7  0.793254  0.932820  33
   SampleAD8_SampleAR8   SampleAD8  0.905531   SampleAR8  0.878580  0.970238  27
